,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
wbbK,1.3944710017216015,19.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,['O16GLCT1']
wbbI,1.4262516436223973,19.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,['O16GALFT']
wbbH,1.5604406169559926,19.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
alaA,2.4319307035134408,20.0,2401039.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2290,['ALATA_L']
yfbR,2.518626327643633,20.0,2402340.0,5'-nucleotidase,b2291,"['NTD6', 'NTD12', 'NTD1', 'NTD5', 'NTD8', 'NTD3']"
yfbS,2.484754418835584,20.0,2402998.0,putative transporter,b2292,
yfbT,2.489426851584463,20.0,2404917.0,sugar phosphatas,b2293,
yfbU,2.4532426675753216,20.0,2405578.0,UPF0304 family protein,b2294,
yfbV,2.559732816322517,20.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,2.4655747824026433,20.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,2.4293728524776435,20.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,2.368963791743247,20.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcD,2.7420252063321895,20.0,2412544.0,putative NUDIX hydrolase,b2299,
yfcE,2.4501391546061035,20.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,2.40047922068643,20.0,2413319.0,glutathione S-transferase,b2301,
yfcG,2.5312239946673403,20.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,2.639899408442507,20.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcH,2.4673513919392702,20.0,2415186.0,putative NAD-dependent nucleotide-sugar epimerase,b2304,
yfcI,2.6280532830522256,20.0,2416640.0,transposase_31 family protein,b2305,
hisP,2.4986986201694656,20.0,2417214.0,histidine ABC transporter ATPase,b2306,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisM,2.547003555204172,20.0,2418688.0,histidine ABC transporter permease,b2307,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisQ,2.2664484155788758,20.0,2418708.0,histidine ABC transporter permease,b2308,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,2.491946138111328,20.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,2.6073463942966693,20.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,2.3653505988222503,20.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
purF,2.4220422604173,20.0,2422199.0,amidophosphoribosyltransferase,b2312,['GLUPRT']
cvpA,2.562353546262161,20.0,2423753.0,colicin V production protein,b2313,
dedD,2.482883452633646,20.0,2424832.0,membrane-anchored periplasmic protein involved in septation,b2314,
folC,2.386979962190645,20.0,2425152.0,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,b2315,['DHFS']
accD,2.4860961754895103,20.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
gtrS,1.619345388828261,21.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
pheL,1.298273056955046,22.0,2730957.0,pheA gene leader peptide,b2598,
yqcG,1.4710931393163447,23.0,2898944.0,membrane stress resistance protein,b4682,
yqeJ,1.4770105003961742,24.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.4402286725328424,24.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.5594208360457567,24.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.5251015903353609,24.0,2983936.0,No_gene_product,b2850,
ygeG,1.4509052975511305,24.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeI,1.5283342847072399,24.0,2987008.0,uncharacterized protein,b2853,
ygeN,1.5181928082344114,24.0,2988672.0,No_gene_product,b2858,
tdcR,1.5535324209222858,25.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.4115818516209437,25.0,3261212.0,uncharacterized protein,b3120,
rpsN,1.4445523361678498,26.0,3440128.0,30S ribosomal subunit protein S14,b3307,
rplX,1.2970081886792084,26.0,3440811.0,50S ribosomal subunit protein L24,b3309,
rpmC,1.298309623906853,26.0,3441926.0,50S ribosomal subunit protein L29,b3312,
tufA,2.0346851790668707,27.0,3463503.0,translation elongation factor EF-Tu 1,b3339,
yhhZ,1.4348864445404952,28.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yhhH,1.78492433507825,29.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yrhC,1.7732758856994286,29.0,3617246.0,No_gene_product,b4552,
yhhI,1.9913107678689943,29.0,3618816.0,putative transposase,b3484,
yhiI,1.4198955603943182,29.0,3622912.0,putative membrane fusion protein (MFP) of efflux pump,b3487,
yhiJ,1.8499714336431048,29.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.8981298040231374,29.0,3626211.0,No_gene_product,b4660,
yhiM,1.3739072649660662,29.0,3629056.0,"acid resistance protein, inner membrane",b3491,
yhiN,1.3567874749986955,29.0,3629567.0,putative oxidoreductase,b3492,
pitA,1.4204686935406265,29.0,3631001.0,"phosphate transporter, low-affinity; tellurite importer",b3493,['PIt2rpp']
rsmJ,1.3847773532743362,29.0,3635739.0,"16S rRNA m(2)G1516 methyltransferase, SAM-dependent",b3497,
rlmJ,1.4032548236203717,29.0,3639296.0,"23S rRNA m(6)A2030 methyltransferase, SAM-dependent",b3499,
arsR,1.5431600738698639,29.0,3641887.0,arsenical resistance operon transcriptional repressor; autorepressor,b3501,
arsB,1.3657630641561571,29.0,3643392.0,arsenite/antimonite transporter,b3502,['ASO3t8pp']
arsC,1.4295844658664238,29.0,3643596.0,arsenate reductase,b3503,['ASR']
slp,2.563553049583421,29.0,3647488.0,outer membrane lipoprotein,b3506,
dctR,2.758296823037577,29.0,3648042.0,Putative LuxR family repressor for dicarboxylate transport,b3507,
yhiD,2.4886871493949827,29.0,3648614.0,"putative Mg(2+) transport ATPase, inner membrane protein",b3508,
hdeB,2.6940758774818856,29.0,3649536.0,acid-resistance protein,b3509,
hdeA,2.5050325402491476,29.0,3650048.0,stress response protein acid-resistance protein,b3510,
hdeD,2.5126205561628536,29.0,3650354.0,acid-resistance membrane protein,b3511,
gadE,3.1246659775165853,29.0,3651725.0,gad regulon transcriptional activator,b3512,
mdtE,2.259593589371271,29.0,3653632.0,"anaerobic multidrug efflux transporter, ArcA-regulated",b3513,
mdtF,2.157021217107819,29.0,3653773.0,"anaerobic multidrug efflux transporter, ArcA-regulated",b3514,
gadW,2.5582973832825564,29.0,3657728.0,transcriptional activator of gadA and gadBC; repressor of gadX,b3515,
gadX,2.549778711168504,29.0,3658345.0,acid resistance regulon transcriptional activator; autoactivator,b3516,
gadA,2.864198035114024,29.0,3659539.0,"glutamate decarboxylase A, PLP-dependent",b3517,['GLUDC']
yhjA,2.2310850117716132,29.0,3661824.0,putative cytochrome C peroxidase,b3518,
treF,2.317660743107691,29.0,3662951.0,cytoplasmic trehalase,b3519,['TREH']
yhjB,2.3922951281750997,29.0,3664651.0,putative DNA-binding transcriptional response regulator,b3520,
yhjC,2.512132037002713,29.0,3665920.0,LysR family putative transcriptional regulator,b3521,
yhjD,2.1746024371067953,29.0,3666721.0,inner membrane putative BrbK family alternate lipid exporter,b3522,
yhjE,2.3447903621170294,29.0,3668145.0,putative MFS transporter; membrane protein,b3523,
yhjG,2.2371454594734996,29.0,3670016.0,putative inner membrane-anchored periplasmic AsmA family protein,b3524,
yhjH,2.1162026349735927,29.0,3672064.0,"cyclic-di-GMP phosphodiesterase, FlhDC-regulated",b3525,
kdgK,2.3860035138698574,29.0,3672778.0,2-dehydro-3-deoxygluconokinase,b3526,['DDGLK']
yhjJ,2.315010776547732,29.0,3673803.0,putative periplasmic M16 family chaperone,b3527,
dctA,2.306015288979887,29.0,3676160.0,"C4-dicarboxylic acid, orotate and citrate transporter",b3528,"['MALt2_2pp', 'FUMt2_2pp', 'OROTt2_2pp', 'ASPt2_2pp', 'SUCCt2_2pp', 'MALDt2_2pp']"
yhjK,2.212462295186136,29.0,3678208.0,cyclic-di-GMP phosphodiesterase,b3529,
bcsC,2.1892415529303557,29.0,3679059.0,cellulose synthase subunit,b3530,
bcsZ,2.3065251958473456,29.0,3682514.0,"endo-1,4-D-glucanase",b3531,
bcsB,2.257387823423175,29.0,3683627.0,"regulator of cellulose synthase, cyclic di-GMP binding",b3532,
bcsA,2.2950394072776,29.0,3686400.0,"cellulose synthase, catalytic subunit",b3533,
bcsQ,2.228958214878554,29.0,3688592.0,No_gene_product,b3534,
yhjR,2.4996100268088184,29.0,3689472.0,DUF2629 family protein,b3535,
bcsE,2.469192632288589,29.0,3689817.0,cellulose production protein,b3536,
bcsF,2.2377877497318037,29.0,3691520.0,DUF2636 family cellulose production small membrane protein,b3537,
bcsG,2.2810172001580162,29.0,3691573.0,DUF3260 family cellulose production inner membrane protein,b3538,
ldrD,2.310511290886598,29.0,3693339.0,"toxic polypeptide, small",b4453,
yhjV,2.247059886813578,29.0,3694592.0,putative transporter,b3539,
dppF,2.2221948373957465,29.0,3695223.0,dipeptide/heme ABC transporter ATPas,b3540,"['ALAALAabcpp', 'CGLYabcpp', 'PROGLYabcpp']"
dppD,2.280179549398574,29.0,3696640.0,dipeptide/heme ABC transporter ATPas,b3541,"['ALAALAabcpp', 'CGLYabcpp', 'PROGLYabcpp']"
dppC,2.310335488752846,29.0,3697218.0,dipeptide/heme ABC transporter permease,b3542,"['ALAALAabcpp', 'CGLYabcpp', 'PROGLYabcpp']"
dppB,2.386581257831007,29.0,3698688.0,dipeptide/heme ABC transporter permease,b3543,"['ALAALAabcpp', 'CGLYabcpp', 'PROGLYabcpp']"
dppA,2.3782141228524116,29.0,3699457.0,dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor,b3544,"['ALAALAabcpp', 'CGLYabcpp', 'PROGLYabcpp']"
eptB,2.3909288471990204,29.0,3702784.0,"KDO phosphoethanolamine transferase, Ca(2+)-inducible",b3546,"['PETNT181pp', 'PETNT161pp']"
yhjX,2.2163601511308846,29.0,3704832.0,"pyruvate-inducible inner membrane protein, putative transporter",b3547,
yhjY,2.1791869338353607,29.0,3705595.0,autotransporter beta-domain protein,b3548,
tag,2.265545178234307,29.0,3706880.0,"3-methyl-adenine DNA glycosylase I, constitutive",b3549,
yiaC,2.3883323977924986,29.0,3707011.0,GNAT family putative N-acetyltransferase,b3550,
bisC,2.260754333532651,29.0,3707420.0,biotin sulfoxide reductase,b3551,"['BSORy', 'BSORx', 'METSOXR1']"
yiaD,2.3535288007375903,29.0,3709906.0,multicopy suppressor of bamB; outer membrane lipoprotein,b3552,
ghrB,2.3292891769815625,29.0,3710976.0,glyoxylate/hydroxypyruvate reductase B,b3553,"['2DGULRx', '2DGULRGx', '2DGULRy', 'GLYCLTDy', 'DKGLCNR2x', 'HPYRRy', 'DKGLCNR2y', '2DGULRGy', 'HPYRRx', 'GLYCLTDx']"
yiaF,2.562187373977632,29.0,3711693.0,barrier effect co-colonization resistance factor; DUF3053 family lipoprotein,b3554,
yiaG,2.5623948427956798,29.0,3713024.0,HTH_CROC1 family putative transcriptional regulator,b3555,
cspA,2.5809716826052598,29.0,3713536.0,"RNA chaperone and antiterminator, cold-inducible",b3556,
hokA,2.6743032274309444,29.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,2.7080765028765774,29.0,3713807.0,No_gene_product,b4647,
insJ,2.511206413968835,29.0,3714039.0,IS150 transposase A,b3557,
insK,2.667529262724815,29.0,3715072.0,IS150 transposase B,b3558,
glyS,2.450658179016303,29.0,3715687.0,"glycine tRNA synthetase, beta subunit",b3559,['GLYTRS']
glyQ,2.397637292691404,29.0,3717766.0,"glycine tRNA synthetase, alpha subunit",b3560,['GLYTRS']
ysaB,2.31412053028984,29.0,3718772.0,uncharacterized protein,b4553,
wecH,2.495949107792035,29.0,3719246.0,O-acetyltransferase for enterobacterial common antigen (ECA),b3561,
yiaA,2.612174728928966,29.0,3720283.0,"YiaAB family inner membrane protein, tandem domains",b3562,
yiaB,2.3911142617094145,29.0,3720766.0,YiaAB family inner membrane protein,b3563,
xylB,2.300755814556094,29.0,3721276.0,xylulokinase,b3564,"['XYLK', 'DXYLK']"
xylA,2.360689440591582,29.0,3723264.0,D-xylose isomerase,b3565,"['XYLI2', 'XYLI1']"
xylF,2.434666980114954,29.0,3725312.0,D-xylose transporter subunit,b3566,['XYLabcpp']
xylG,2.2751439501056065,29.0,3725560.0,D-xylose ABC transporter dual domain ATPase,b3567,['XYLabcpp']
xylH,2.13645441522714,29.0,3727360.0,D-xylose ABC transporter permease,b3568,['XYLabcpp']
xylR,2.375966816956072,29.0,3729408.0,xylose divergent operon transcriptional activator,b3569,
bax,2.2364188160268843,29.0,3729712.0,putative glucosaminidase,b3570,
malS,2.308143159153885,29.0,3730856.0,alpha-amylase,b3571,['AAMYLpp']
avtA,2.3235613964050557,29.0,3733504.0,valine-pyruvate aminotransferase; transaminase C; alanine-valine transaminase,b3572,['VPAMTr']
ysaA,2.163060175040988,29.0,3734468.0,"putative hydrogenase, 4Fe-4S ferredoxin-type component",b3573,
yiaJ,2.186603449666631,29.0,3735552.0,transcriptional repressor for the yiaKLMNO-lyxK-sgbHUE operon,b3574,
yiaK,2.2153080788451294,29.0,3736092.0,"2,3-diketo-L-gulonate reductase, NADH-dependent",b3575,['DOGULNR']
yiaL,2.3122765057909214,29.0,3737102.0,DUF386 family protein,b3576,
yiaM,2.561190037368011,29.0,3737687.0,"2,3-diketo-L-gulonate TRAP transporter small permease protein",b3577,['XYLUt2pp']
yiaN,2.315827290190293,29.0,3738163.0,"2,3-diketo-L-gulonate TRAP transporter large permease protein",b3578,['XYLUt2pp']
yiaO,2.349667395293391,29.0,3739648.0,"2,3-diketo-L-gulonate-binding periplasmic protein",b3579,['XYLUt2pp']
lyxK,2.201467093566152,29.0,3740443.0,L-xylulose kinase,b3580,"['XYLK2', '3KGK']"
sgbH,2.464934208597351,29.0,3741936.0,3-keto-L-gulonate 6-phosphate decarboxylase,b3581,['KG6PDC']
sgbU,2.2042629899397888,29.0,3742591.0,putative L-xylulose 5-phosphate 3-epimerase,b3582,
sgbE,2.195701710060714,29.0,3743744.0,L-ribulose-5-phosphate 4-epimerase,b3583,['RBP4E']
ysaC,2.457712152884812,29.0,3744256.0,No_gene_product,b4648,
ysaD,2.3026209552855805,29.0,3744277.0,No_gene_product,b4649,
yiaT,2.4764099091006053,29.0,3744487.0,putative outer membrane protein,b3584,
yiaU,2.5636273062427715,29.0,3745792.0,putative DNA-binding transcriptional regulator,b3585,
yiaV,2.3147887773441176,29.0,3746322.0,signal-anchored membrane fusion protein (MFP) component of efflux pump,b3586,
yiaW,2.6658662198837404,29.0,3747464.0,DUF3302 family inner membrane protein,b3587,
aldB,2.2682378987407095,29.0,3748332.0,aldehyde dehydrogenase B,b3588,"['ALDD2y', 'ALDD3y']"
yiaY,2.435931872589897,29.0,3750035.0,L-threonine dehydrogenase,b3589,
selB,2.4783845577178876,29.0,3751936.0,selenocysteinyl-tRNA-specific translation factor,b3590,
selA,2.380372382262203,29.0,3753217.0,selenocysteine synthase,b3591,['SELCYSS']
yibF,2.4864201451577976,29.0,3754706.0,glutathione S-transferase homolog,b3592,
yibA,3.1133035100082878,29.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
rhsJ,2.74141717966455,29.0,3760580.0,No_gene_product,b3595,
yibG,3.093659101966178,29.0,3761536.0,TPR-like repeat protein,b3596,
yibS,2.6399806875231078,29.0,3762176.0,No_gene_product,b4650,
yibW,2.93435181506984,29.0,3762251.0,No_gene_product,b4651,
yibV,3.739380805263317,29.0,3762704.0,No_gene_product,b4615,
yibU,2.8786210075997687,29.0,3763307.0,No_gene_product,b4652,
yibH,2.2377693215318164,29.0,3764224.0,putative membrane fusion protein (MFP) component of efflux pump,b3597,
yibI,2.1780122673634947,29.0,3764741.0,DUF3302 family inner membrane protein,b3598,
mtlA,2.1408948417285707,29.0,3765640.0,"mannitol-specific PTS enzyme: IIA, IIB and IIC components",b3599,['MNLptspp']
mtlD,2.177735935683232,29.0,3768320.0,"mannitol-1-phosphate dehydrogenase, NAD-dependent",b3600,['M1PD']
mtlR,2.170924705220578,29.0,3768931.0,mannitol operon repressor,b3601,
yibT,2.108797304847653,29.0,3769530.0,uncharacterized protein,b4554,
yibL,2.13072303910931,29.0,3770368.0,ribosome-associated DUF2810 family protein,b3602,
lldP,2.043255275809429,29.0,3770758.0,L-lactate permease,b3603,"['GLYCLTt2rpp', 'D__LACt2pp', 'L__LACt2rpp']"
lldR,2.2748021172541373,29.0,3772416.0,dual role activator/repressor for lldPRD operon,b3604,
lldD,2.217440589810088,29.0,3773186.0,"L-lactate dehydrogenase, FMN-linked",b3605,"['L__LACD3', 'L__LACD2']"
trmL,2.0908372051125474,29.0,3774574.0,"tRNA Leu mC34,mU34 2'-O-methyltransferase, SAM-dependent",b3606,
cysE,2.100294676377271,29.0,3775100.0,serine acetyltransferase,b3607,['SERAT']
gpsA,2.2320054391525375,29.0,3776512.0,glycerol-3-phosphate dehydrogenase (NAD+),b3608,['G3PD2']
secB,2.3488659603374753,29.0,3777020.0,protein export chaperone,b3609,
grxC,2.328611351603247,29.0,3777550.0,glutaredoxin 3,b3610,"['RNDR2b', 'GRXR', 'RNDR3b', 'RNDR1b', 'RNDR4b', 'PAPSR2']"
yibN,1.982887654674631,29.0,3777943.0,putative rhodanese-related sulfurtransferase,b3611,
gpmM,2.0495442770000123,29.0,3778619.0,"phosphoglycero mutase III, cofactor-independent",b3612,['PGM']
envC,2.152833666010406,29.0,3780608.0,"activator of AmiB,C murein hydrolases, septal ring factor",b3613,
yibQ,2.2538113880136224,29.0,3781460.0,putative polysaccharide deacetylase,b3614,
waaH,2.49222706586582,29.0,3782656.0,LPS(HepIII)-glucuronic acid glycosyltransferase,b3615,
tdh,2.2207456256133398,29.0,3784704.0,"L-threonine 3-dehydrogenase, NAD(P)-binding",b3616,['THRD']
kbl,2.2433478509828757,29.0,3784714.0,glycine C-acetyltransferase,b3617,['GLYAT']
yibB,2.8376200086648806,29.0,3786752.0,"YibB family protein, function unknown",b3618,
hldD,2.2993713172983092,29.0,3787346.0,"ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding",b3619,['AGMHE']
waaF,2.1031986306106467,29.0,3788800.0,ADP-heptose:LPS heptosyltransferase II,b3620,['HEPT2']
waaC,2.2713342713195277,29.0,3789338.0,ADP-heptose:LPS heptosyl transferase I,b3621,['HEPT1']
waaL,3.208402460892056,29.0,3790848.0,O-antigen ligase,b3622,"['O16A4Lpp', 'ECA4OALpp']"
waaU,3.6749467881966433,29.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,['HEPT4']
waaZ,3.282241353754752,29.0,3792896.0,lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3624,['MOAT3C']
waaY,3.0792625212213625,29.0,3793626.0,lipopolysaccharide core biosynthesis protein,b3625,['HEPK2']
waaJ,3.2857807320540453,29.0,3794944.0,,,
waaR,2.889343289621217,29.0,3795398.0,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626,['GLCTR3']
waaB,2.633704637737417,29.0,3796992.0,"lipopolysaccharide 1,6-galactosyltransferase; UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",b3628,['GALT1']
waaS,3.9809746597789806,29.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,['RHAT1']
