,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
mqsR,1.4102475606154008,34.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
yqiH,1.3838307937570484,35.0,3183239.0,putative periplasmic pilin chaperone,b3047,
yhaB,1.3855219564223502,36.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.4073617873118554,36.0,3262464.0,pentapetide repeats-related protein,b3121,
yraH,1.382282350569849,37.0,3280896.0,putative fimbrial-like adhesin protein,b3142,
yhbP,1.4027309010983955,38.0,3293184.0,UPF0306 family protein,b3154,
yrbN,1.4563701787599985,39.0,3301248.0,uncharacterized protein,b4685,
rbfA,1.4716129432552572,39.0,3306135.0,30s ribosome binding factor,b3167,
yrhC,1.3781060165793597,40.0,3617246.0,No_gene_product,b4552,
yjbS,1.4154191239291583,41.0,4258816.0,uncharacterized protein,b4621,
yjdO,1.416822903175352,42.0,4342784.0,,,
