,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
nuoA,1.502630257130733,27.0,2398208.0,"NADH:ubiquinone oxidoreductase, membrane subunit A",b2288,"frozenset({<Reaction NADH16pp at 0x7fcfa67c6208>, <Reaction NADH18pp at 0x7fcfa67c6390>, <Reaction NADH17pp at 0x7fcfa67c62b0>})"
yfdF,1.7143206678389487,28.0,2456490.0,uncharacterized protein,b2345,
gtrA,1.4558968363200542,28.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,1.6124824059717608,28.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,2.0069074257784796,28.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
tfaS,1.3684481559321227,28.0,2464293.0,No_gene_product,b2353,
yfdK,1.453537533168014,28.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
yfdT,1.4985592889738801,29.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.474022056996648,29.0,2469659.0,No_gene_product,b4545,
torI,1.585251380126022,29.0,2469888.0,response regulator inhibitor for tor operon,b4501,
emrK,1.4327443269226738,29.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
evgA,1.6588603204021906,29.0,2477233.0,response regulator in two-component regulatory system with EvgS,b2369,
evgS,1.4902170480304537,29.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
ypdI,1.4922727300682541,30.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
ypdK,1.5275171963478202,30.0,2490399.0,inner membrane protein,b4680,
yfeS,1.5558993312784377,31.0,2531328.0,WGR domain protein,b2420,
yffL,1.4813514746001994,32.0,2553856.0,CPZ-55 prophage; uncharacterized protein,b2443,
yffM,1.3467335003354544,32.0,2554880.0,CPZ-55 prophage; uncharacterized protein,b2444,
yffN,1.3564337875104173,32.0,2554983.0,CPZ-55 prophage; uncharacterized protein,b2445,
yffQ,1.4501541942742409,32.0,2556950.0,CPZ-55 prophage; uncharacterized protein,b2448,
yffR,1.4256285719436748,32.0,2557338.0,CPZ-55 prophage; uncharacterized protein,b2449,
ypfM,1.5855273850648435,33.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yffB,1.4067965695032127,33.0,2584605.0,putative ArsC family reductase,b2471,
ypfN,1.4889899315999569,33.0,2586120.0,"putative membrane protein, UPF0370 family",b4547,
yfhL,1.3738657553701903,34.0,2693120.0,putative 4Fe-4S cluster-containing protein,b2562,
shoB,1.4720683502670167,34.0,2693504.0,toxic membrane protein,b4687,
raiA,1.4390775460399399,35.0,2730512.0,cold shock protein associated with 30S ribosomal subunit,b2597,
pheL,1.4800197710882488,35.0,2730957.0,pheA gene leader peptide,b2598,
rplS,1.3234202140600246,36.0,2737541.0,50S ribosomal subunit protein L19,b2606,
yfjH,1.5041943227031205,37.0,2751002.0,CP4-57 prophage; uncharacterized protein,b2623,
yfjI,1.7536076354727572,37.0,2752512.0,CP4-57 prophage; uncharacterized protein,b2625,
yfjM,1.4861800432128234,37.0,2758871.0,CP4-57 prophage; uncharacterized protein,b2629,
rnlB,1.4483752499153129,37.0,2760704.0,CP4-57 prophage; uncharacterized protein,b2631,
yfjW,1.7311005266998316,38.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
yfjZ,1.3334170263059386,38.0,2770473.0,CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system,b2645,
ypjF,1.4845449803311606,38.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
ypjC,1.8266223798339465,38.0,2777088.0,No_gene_product,b2650,
ygaQ,1.7199152888027303,38.0,2779755.0,No_gene_product,b4462,
mprA,1.4454101594471311,39.0,2804128.0,transcriptional repressor of microcin B17 synthesis and multidrug efflux,b2684,
srlM,1.416520991007897,40.0,2822144.0,sorbitol=responsive srl operon transcriptional activator,b2706,
hycI,1.37721961119524,41.0,2835931.0,protease involved in processing C-terminal end of HycE,b2717,
pphB,1.3747735736865985,42.0,2853118.0,serine/threonine-specific protein phosphatase 2,b2734,
ygcP,1.44086078270758,43.0,2887680.0,putative antiterminator regulatory protein,b2768,
ygcW,1.399465104716723,43.0,2892846.0,putative SDR family oxidoreductase,b2774,
yqcG,1.916928711241896,43.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.5937372034863422,43.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
mazF,1.4009478669418383,43.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
fucA,1.3560104440031353,44.0,2926592.0,L-fuculose-1-phosphate aldolase,b2800,frozenset({<Reaction FCLPA at 0x7fcfa69e3470>})
fucR,1.4239676183065162,44.0,2932736.0,l-fucose operon activator,b2805,
ygdI,1.3492601926368106,44.0,2936320.0,DUF903 family verified lipoprotein,b2809,
ygdB,1.360214500786459,45.0,2956107.0,DUF2509 family protein,b2824,
mutH,1.3955707257136944,46.0,2963456.0,methyl-directed mismatch repair protein,b2831,
ygdQ,1.4287651265308332,46.0,2963778.0,UPF0053 family inner membrane protein,b2832,
ygdR,1.4597455276486837,46.0,2964629.0,DUF903 family verified lipoprotein,b2833,
kduI,1.4038264103385218,47.0,2976646.0,hexuronate isomerase,b2843,
yqeG,1.5354133536787773,47.0,2979840.0,putative transporter,b2845,
yqeH,1.809422293983207,47.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.6248482165241747,47.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,1.95647696607095,47.0,2982662.0,uncharacterized protein,b2848,
yqeL,2.260924353392898,47.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.9484202016339536,47.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.8495225982218526,47.0,2983936.0,No_gene_product,b2850,
ygeG,2.141570088630424,47.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.9450419850958074,47.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,2.037730634588171,47.0,2987008.0,uncharacterized protein,b2853,
pbl,1.7913271502110022,47.0,2987297.0,No_gene_product,b2854,
ygeK,1.7671383301881458,47.0,2988032.0,No_gene_product,b2856,
ygeN,1.9482677970687048,47.0,2988672.0,No_gene_product,b2858,
ygeO,1.6233786665559098,47.0,2989320.0,No_gene_product,b2859,
ygeQ,1.6234645018325906,47.0,2992128.0,No_gene_product,b2863,
yqeA,1.3835322897988906,48.0,3004819.0,putative amino acid kinase,b2874,frozenset({<Reaction CBMKr at 0x7fcfa6b3a240>})
yqfG,1.6880735722728735,49.0,3026175.0,uncharacterized protein,b4684,
sdhE,1.4094816472533225,50.0,3034162.0,flavinator of succinate dehydrogenase; antitoxin of CptAB toxin-antitoxin pair,b2897,
yqfB,1.3613979962092162,50.0,3036672.0,UPF0267 family protein,b2900,
yqfE,1.338616532848196,51.0,3053056.0,No_gene_product,b2915,
cmtB,1.5309062018258004,52.0,3072245.0,putative mannitol-specific enzyme IIA component of PTS,b2934,
yqgB,1.6541769970400109,52.0,3079278.0,uncharacterized protein,b2939,
yghF,1.398646443657681,53.0,3105451.0,No_gene_product,b2970,
hybE,1.3218931689909643,54.0,3133669.0,hydrogenase 2-specific chaperone,b2992,
exbD,1.3979317326537255,55.0,3144176.0,membrane spanning protein in TonB-ExbB-ExbD complex,b3005,"frozenset({<Reaction FECRMtonex at 0x7fcfa69fe630>, <Reaction FE3DCITtonex at 0x7fcfa69ee6d8>, <Reaction CPGNtonex at 0x7fcfa6af3710>, <Reaction ADOCBLtonex at 0x7fcfa6c09710>, <Reaction CBL1tonex at 0x7fcfa6b2d710>, <Reaction FE3HOXtonex at 0x7fcfa69eed30>, <Reaction FEENTERtonex at 0x7fcfa69fe940>, <Reaction CBItonex at 0x7fcfa6b2dba8>, <Reaction FEOXAMtonex at 0x7fcfa69fefd0>, <Reaction FE3DHBZStonex at 0x7fcfa69ee9e8>})"
dkgA,1.4014080904412478,56.0,3149981.0,"2,5-diketo-D-gluconate reductase A",b3012,"frozenset({<Reaction DKGLCNR1 at 0x7fcfa6a6e320>, <Reaction ALR2 at 0x7fcfa6bc45c0>})"
mqsA,1.4535171673373526,57.0,3161209.0,antitoxin for MqsR toxin; transcriptional repressor,b3021,
mqsR,1.388140239909363,57.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
ygiZ,1.7394156196679988,57.0,3165237.0,inner membrane protein,b3027,
yqiC,1.4852363267971693,58.0,3178198.0,BMFP family putative fusogenic protein,b3042,
ygiL,1.6315159066118212,58.0,3178772.0,putative fimbrial-like adhesin protein,b3043,
yqiH,1.6014257232477274,58.0,3183239.0,putative periplasmic pilin chaperone,b3047,
yqiI,1.6115550821366615,58.0,3184640.0,fimbrial protein,b3048,
yqiJ,1.6217762137391325,58.0,3185566.0,DUF1449 family inner membrane protein,b3050,
ibsD,1.4026306328653202,58.0,3188124.0,toxic membrane protein,b4664,
ibsE,1.55639563090564,58.0,3188499.0,toxic membrane protein,b4666,
yqjC,1.444457200219104,59.0,3242327.0,DUF1090 family putative periplasmic protein,b3097,
yhaH,1.4560063187111147,60.0,3245662.0,DUF805 family inner membrane protein,b3103,
yhaI,1.6469180067818534,60.0,3246269.0,DUF805 family inner membrane protein,b3104,
yhaK,1.398410804633712,60.0,3248128.0,redox-sensitive bicupin,b3106,
tdcA,1.4684767333414603,61.0,3260416.0,tdc operon transcriptional activator,b3118,
tdcR,2.017812079630002,61.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.6467181421103598,61.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.8511010023182128,61.0,3262464.0,pentapetide repeats-related protein,b3121,
prlF,1.4155137440214403,62.0,3270656.0,antitoxin of the SohA(PrlF)-YhaV toxin-antitoxin system,b3129,
agaR,1.42247400164043,62.0,3271214.0,transcriptional repressor of the aga regulon,b3131,
agaB,1.4297103389328067,63.0,3277528.0,N-acetylgalactosamine-specific enzyme IIB component of PTS,b3138,
yraH,1.4565487357138267,63.0,3280896.0,putative fimbrial-like adhesin protein,b3142,
yraK,1.4863875577714,63.0,3284992.0,putative fimbrial-like adhesin protein,b3145,
rbfA,1.3892122557710938,64.0,3306135.0,30s ribosome binding factor,b3167,
rlmE,1.4120034581165424,65.0,3320393.0,"23S rRNA U2552 2'-O-ribose methyltransferase, SAM-dependent",b3179,
sfsB,1.3257059139115965,66.0,3328512.0,malPQ operon transcriptional activator,b3188,
npr,1.5146285177279337,67.0,3341324.0,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr),b3206,
yhcD,1.4270507700557022,68.0,3356165.0,putative outer membrane fimbrial subunit usher protein,b3216,
yhdU,1.4466238036390744,69.0,3405979.0,putative membrane protein,b3263,
yhhZ,1.5932964974197696,70.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yhhH,1.431968209200649,71.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yhhI,1.6645704529807157,71.0,3618816.0,putative transposase,b3484,
yhiJ,1.4102924972598723,71.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.4615138047512712,71.0,3626211.0,No_gene_product,b4660,
gadE,1.5664075124239907,72.0,3651725.0,gad regulon transcriptional activator,b3512,
yibA,1.4248821905911944,73.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.4819196680986315,73.0,3761536.0,TPR-like repeat protein,b3596,
yibS,1.4779389315054485,73.0,3762176.0,No_gene_product,b4650,
yibW,1.6791133621845062,73.0,3762251.0,No_gene_product,b4651,
yibV,1.7413616407146493,73.0,3762704.0,No_gene_product,b4615,
yibU,1.5739930689435175,73.0,3763307.0,No_gene_product,b4652,
yibB,1.4041523219393706,74.0,3786752.0,"YibB family protein, function unknown",b3618,
waaL,1.5679397670258708,74.0,3790848.0,O-antigen ligase,b3622,"frozenset({<Reaction O16A4Lpp at 0x7fcfa67240b8>, <Reaction ECA4OALpp at 0x7fcfa6a1ccf8>})"
waaU,1.7635148316934037,74.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,frozenset({<Reaction HEPT4 at 0x7fcfa6911358>})
waaJ,1.7245460438316547,74.0,3794944.0,,,
waaS,1.763283048431143,74.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,frozenset({<Reaction RHAT1 at 0x7fcfa661cda0>})
yigF,1.6034532374872172,75.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.74040539363723,75.0,3996172.0,PRK11371 family inner membrane protein,b3818,
ompL,1.4343811195271472,76.0,4057088.0,outer membrane porin L; putative sulpholipid porin,b3875,frozenset({<Reaction H2Otex at 0x7fcfa68f9208>})
yiiF,1.3551557634606666,77.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
yjbI,1.5405292677130484,78.0,4240630.0,No_gene_product,b4038,
yjbL,1.4816514473442246,79.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.3929787266973186,79.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.655592606577159,80.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.5463075157358914,81.0,4272128.0,pentapeptide repeats protein,b4066,
yjdK,1.6248789219304032,82.0,4342400.0,,,
yjeV,1.360044793210368,83.0,4382720.0,uncharacterized protein,b4670,
yjfI,1.6766354811030444,84.0,4399949.0,DUF2170 family protein,b4181,
ytfI,1.352257261268626,85.0,4427776.0,uncharacterized protein,b4215,
yjgL,1.546614563321608,86.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
