,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yfdS,1.4723669300561417,21.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,1.3453225056423261,21.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
torI,1.5835016384575795,21.0,2469888.0,response regulator inhibitor for tor operon,b4501,
evgS,1.4018814277670342,22.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
lpxP,1.3448353254628351,23.0,2489123.0,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,b2378,frozenset({<Reaction EDTXS3 at 0x7fcfa6a28f28>})
ypdK,1.5117340779846749,23.0,2490399.0,inner membrane protein,b4680,
ptsH,1.3915826564009868,24.0,2527232.0,phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr),b2415,"frozenset({<Reaction MANptspp at 0x7fcfa67db400>, <Reaction GALTptspp at 0x7fcfa696c048>, <Reaction FRUptspp at 0x7fcfa69a64a8>, <Reaction ARBTptspp at 0x7fcfa6b658d0>, <Reaction ACGAptspp at 0x7fcfa6c4df98>, <Reaction FRUpts2pp at 0x7fcfa69a6518>, <Reaction ACMANAptspp at 0x7fcfa6bdbd30>, <Reaction MANGLYCptspp at 0x7fcfa67db160>, <Reaction MNLptspp at 0x7fcfa67a2588>, <Reaction MALTptspp at 0x7fcfa6849588>, <Reaction SUCptspp at 0x7fcfa66049b0>, <Reaction SBTptspp at 0x7fcfa66511d0>, <Reaction ACMUMptspp at 0x7fcfa6bdbdd8>, <Reaction DHAPT at 0x7fcfa6a5a240>, <Reaction TREptspp at 0x7fcfa65cae48>, <Reaction GAMptspp at 0x7fcfa696ca90>, <Reaction GLCptspp at 0x7fcfa6990710>, <Reaction ASCBptspp at 0x7fcfa6b7b390>})"
crr,1.3418131330907137,24.0,2529280.0,glucose-specific enzyme IIA component of PTS,b2417,"frozenset({<Reaction GLCptspp at 0x7fcfa6990710>, <Reaction TREptspp at 0x7fcfa65cae48>, <Reaction MALTptspp at 0x7fcfa6849588>, <Reaction ACGAptspp at 0x7fcfa6c4df98>, <Reaction SUCptspp at 0x7fcfa66049b0>, <Reaction ACMUMptspp at 0x7fcfa6bdbdd8>})"
yffN,1.3835107288746653,25.0,2554983.0,CPZ-55 prophage; uncharacterized protein,b2445,
yffQ,1.4205215452476105,25.0,2556950.0,CPZ-55 prophage; uncharacterized protein,b2448,
yffR,1.3719271453278636,25.0,2557338.0,CPZ-55 prophage; uncharacterized protein,b2449,
eutN,1.3475182270192443,26.0,2565121.0,Ethanolamine catabolic microcompartment shell protein,b2456,
ypfM,1.3758933760165006,27.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yffB,1.453256240569454,27.0,2584605.0,putative ArsC family reductase,b2471,
ypfJ,1.363121478497486,27.0,2589232.0,putative neutral zinc metallopeptidase,b2475,
bcp,1.4452041101715944,27.0,2593836.0,"peroxiredoxin; thiol peroxidase, thioredoxin-dependent",b2480,frozenset({<Reaction THIORDXi at 0x7fcfa65a1a58>})
yfgD,1.5007729612380711,28.0,2611200.0,putative oxidoreductase,b2495,
yfgG,1.38018460500674,29.0,2622648.0,uncharacterized protein,b2504,
yfgH,1.4131485011436855,29.0,2623488.0,outer membrane integrity lipoprotein,b2505,
yfgI,1.4750684460131422,29.0,2623684.0,"nalidixic acid resistance protein, putative periplasmic protein",b2506,
guaA,1.3765299012890306,29.0,2624316.0,GMP synthetase (glutamine aminotransferase),b2507,frozenset({<Reaction GMPS2 at 0x7fcfa6954588>})
suhB,1.3463937854131316,30.0,2656800.0,inositol monophosphatase,b2533,"frozenset({<Reaction MI1PP at 0x7fcfa68038d0>, <Reaction G2PP at 0x7fcfa69b3d68>})"
yfhL,1.4504276397953075,31.0,2693120.0,putative 4Fe-4S cluster-containing protein,b2562,
shoB,1.6589180535883048,31.0,2693504.0,toxic membrane protein,b4687,
pdxJ,1.351804318233017,31.0,2694356.0,pyridoxine 5'-phosphate synthase,b2564,frozenset({<Reaction PDX5PS at 0x7fcfa66e5a90>})
rnc,1.4649184823977814,31.0,2697216.0,RNase III,b2567,
ung,1.3902324118216969,32.0,2710112.0,uracil-DNA-glycosylase,b2580,
trxC,1.39410526919498,32.0,2712093.0,thioredoxin 2,b2582,"frozenset({<Reaction DSBDR at 0x7fcfa6a86208>, <Reaction RNDR1 at 0x7fcfa6627c50>, <Reaction THIORDXi at 0x7fcfa65a1a58>, <Reaction TRDR at 0x7fcfa65ca860>, <Reaction RNDR2 at 0x7fcfa6627eb8>, <Reaction METSOXR1 at 0x7fcfa67f5f60>, <Reaction METSOXR2 at 0x7fcfa6803160>, <Reaction RNDR3 at 0x7fcfa6627f98>, <Reaction PAPSR at 0x7fcfa66e53c8>, <Reaction RNDR4 at 0x7fcfa6630198>})"
yfiM,1.3886224148190083,32.0,2717696.0,putative lipoprotein,b2586,
kgtP,1.4103764303244484,32.0,2717806.0,alpha-ketoglutarate transporter,b2587,frozenset({<Reaction AKGt2rpp at 0x7fcfa6b9fcc0>})
raiA,1.447395249481304,32.0,2730512.0,cold shock protein associated with 30S ribosomal subunit,b2597,
pheL,1.5332705830293216,32.0,2730957.0,pheA gene leader peptide,b2598,
yfiL,1.444584656946277,32.0,2734718.0,lipoprotein,b2602,
rplS,1.4637729573834468,32.0,2737541.0,50S ribosomal subunit protein L19,b2606,
trmD,1.4182752893021224,32.0,2738176.0,"tRNA m(1)G37 methyltransferase, SAM-dependent",b2607,
ratB,1.3430110199221752,33.0,2747392.0,UPF0125 family protein,b2618,
ratA,1.407302345975728,33.0,2747646.0,toxic UPF0083 family protein inhibitor of 70S ribosome formation,b2619,
yfjI,1.5948229950337103,33.0,2752512.0,CP4-57 prophage; uncharacterized protein,b2625,
yfjJ,1.5738828055679874,33.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjK,1.4444156571252253,33.0,2754709.0,radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage,b2627,
yfjL,1.3781240171559517,33.0,2756895.0,"CP4-57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein",b2628,
yfjM,1.5166579600742582,33.0,2758871.0,CP4-57 prophage; uncharacterized protein,b2629,
rnlB,1.3903021999982246,33.0,2760704.0,CP4-57 prophage; uncharacterized protein,b2631,
yfjT,1.3725009437637732,34.0,2764800.0,CP4-57 prophage; putative periplasmic protein,b2637,
yfjU,1.4990466373481888,34.0,2765360.0,No_gene_product,b2638,
yfjW,1.5164085453924103,34.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
ypjI,1.399598658171438,34.0,2768903.0,No_gene_product,b4644,
yfjX,1.3988076627417911,34.0,2769277.0,CP4-57 prophage; putative antirestriction protein,b2643,
yfjZ,1.4793777686596425,34.0,2770473.0,CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system,b2645,
ypjF,1.4760074415293356,34.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
pinH,1.3090177062472659,34.0,2776576.0,No_gene_product,b2648,
ypjC,1.6778934851840521,34.0,2777088.0,No_gene_product,b2650,
ygaQ,1.5047723899955028,34.0,2779755.0,No_gene_product,b4462,
ygaP,1.3554718098684084,35.0,2790878.0,DUF2892 family inner membrane rhodanese,b2668,
stpA,1.4369670470386329,35.0,2791449.0,"DNA binding protein, nucleoid-associated",b2669,
alaE,1.4229779619708265,35.0,2792522.0,"alanine exporter, alanine-inducible, stress-responsive",b2670,
proV,1.3959906939112177,36.0,2798173.0,glycine betaine/proline ABC transporter periplasmic binding protein,b2677,"frozenset({<Reaction CTBTabcpp at 0x7fcfa6afff98>, <Reaction CRNabcpp at 0x7fcfa6aff358>, <Reaction CRNDabcpp at 0x7fcfa6aff1d0>, <Reaction PROabcpp at 0x7fcfa665ef60>})"
ygaH,1.5203900080505937,36.0,2803712.0,"putative L-valine exporter, norvaline resistance protein",b2683,frozenset({<Reaction VALt2rpp at 0x7fcfa6594cf8>})
mprA,1.513450242692255,36.0,2804128.0,transcriptional repressor of microcin B17 synthesis and multidrug efflux,b2684,
pncC,1.4539406478855448,37.0,2817207.0,nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase,b2700,
srlA,1.4053646708842018,37.0,2819190.0,glucitol/sorbitol-specific enzyme IIC component of PTS,b2702,frozenset({<Reaction SBTptspp at 0x7fcfa66511d0>})
hydN,1.3490852488415224,38.0,2830936.0,"formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit",b2713,
hycH,1.3745165788533893,38.0,2836480.0,hydrogenase 3 maturation protein,b2718,
hycA,1.441196701411813,39.0,2843332.0,regulator of the transcriptional regulator FhlA,b2725,
hypD,1.396708273205952,39.0,2845494.0,hydrogenase maturation protein,b2729,
hypE,1.3990611194210105,39.0,2846720.0,"carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein",b2730,
pphB,1.4176489209024903,39.0,2853118.0,serine/threonine-specific protein phosphatase 2,b2734,
ygbM,1.3884883779063808,39.0,2857594.0,putative hydroxypyruvate isomerase,b2739,
nlpD,1.3983468320222,39.0,2861056.0,"activator of AmiC murein hydrolase activity, lipoprotein",b2742,
ispF,1.3469396343464028,39.0,2864659.0,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",b2746,frozenset({<Reaction MECDPS at 0x7fcfa67f5128>})
cysC,1.362728960549281,39.0,2867200.0,adenosine 5'-phosphosulfate kinase,b2750,frozenset({<Reaction ADSK at 0x7fcfa6c09e10>})
ygbF,1.3949158789797376,39.0,2871927.0,CRISPR adaptation ssRNA endonuclease,b2754,
casE,1.3829136337803076,39.0,2873344.0,CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2756,
ygcO,1.3709764467124321,40.0,2887277.0,putative 4Fe-4S cluster-containing protein,b2767,
ygcW,1.345264770505586,41.0,2892846.0,putative SDR family oxidoreductase,b2774,
queE,1.4616525197451913,41.0,2898105.0,7-carboxy-7-deazaguanine synthase; queosine biosynthesis,b2777,
yqcG,1.7081204680631215,41.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.589055400066032,41.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
mazF,1.550008442493658,41.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
mazE,1.400705474653444,41.0,2904576.0,antitoxin of the ChpA-ChpR toxin-antitoxin system,b2783,
fucK,1.3843578394249816,42.0,2930796.0,L-fuculokinase,b2803,frozenset({<Reaction FCLK at 0x7fcfa69e31d0>})
fucU,1.3993462128215506,42.0,2932246.0,L-fucose mutarotase,b2804,
fucR,1.41114958855668,42.0,2932736.0,l-fucose operon activator,b2805,
ygdI,1.3703510672556,42.0,2936320.0,DUF903 family verified lipoprotein,b2809,
ygdB,1.4727452514683785,43.0,2956107.0,DUF2509 family protein,b2824,
rppH,1.382607666129585,44.0,2961805.0,RNA pyrophosphohydrolase,b2830,
mutH,1.368933493140294,44.0,2963456.0,methyl-directed mismatch repair protein,b2831,
lysA,1.3885949282312247,45.0,2971648.0,"diaminopimelate decarboxylase, PLP-binding",b2838,frozenset({<Reaction DAPDC at 0x7fcfa6ab4f98>})
yqeH,1.5706460244076452,46.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.4684967761487722,46.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,1.698546837836584,46.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.8146380568961977,46.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.6327993883481176,46.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.6077319176198712,46.0,2983936.0,No_gene_product,b2850,
ygeG,1.4841137258651662,46.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.6777758888512788,46.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.9202935996709436,46.0,2987008.0,uncharacterized protein,b2853,
pbl,1.6826349141792953,46.0,2987297.0,No_gene_product,b2854,
ygeK,1.4567921486902573,46.0,2988032.0,No_gene_product,b2856,
ygeN,1.5213631949248798,46.0,2988672.0,No_gene_product,b2858,
ygeQ,1.5496309651153781,46.0,2992128.0,No_gene_product,b2863,
mqsR,1.3479455966071383,47.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
yigG,1.4564134303456056,48.0,3996172.0,PRK11371 family inner membrane protein,b3818,
