,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
emrK,1.6561455869177883,4.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
evgA,1.4205964599438403,4.0,2477233.0,response regulator in two-component regulatory system with EvgS,b2369,
yfdV,1.588617963356228,4.0,2482720.0,putative transporter,b2372,
frc,1.4991666618865196,4.0,2486272.0,"formyl-CoA transferase, NAD(P)-binding",b2374,['FORCT']
yfdX,1.6343744422532178,4.0,2487245.0,uncharacterized protein,b2375,
ypdI,1.6181008555364733,4.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfdY,1.5376626325583347,4.0,2488528.0,DUF2545 family putative inner membrane protein,b2377,
alaC,1.4380865716728788,4.0,2490535.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2379,['ALATA_L']
ypdA,1.4774444530337727,4.0,2492149.0,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system,b2380,
ypdB,1.4412500537278434,4.0,2494464.0,response regulator activating yhjX; pyruvate-responsive YpdAB two-component system,b2381,
ypdC,1.550547365797881,4.0,2494608.0,putative DNA-binding protein,b2382,
fryC,1.5336921350804666,4.0,2500608.0,putative enzyme IIC component of PTS,b2386,
fryB,1.6158119249492622,4.0,2501632.0,putative enzyme IIB component of PTS,b2387,
yfeO,1.5205790797864014,4.0,2503108.0,putative ion channel protein,b2389,
ypeC,1.5614103738097762,4.0,2504704.0,DUF2502 family putative periplasmic protein,b2390,
mntH,1.5520219528096846,4.0,2504946.0,manganese/divalent cation transporter,b2392,"['MNt2pp', 'FE2t2pp']"
nupC,1.6315632407986733,4.0,2506752.0,nucleoside (except guanosine) transporter,b2393,"['DCYTt2pp', 'THMDt2pp', 'DADNt2pp', 'ADNt2pp', 'CYTDt2pp', 'URIt2pp', 'DURIt2pp']"
yfeA,1.596041498225726,4.0,2509121.0,putative diguanylate cyclase,b2395,
yfeC,1.4777261213551744,4.0,2511945.0,DUF1323 family putative DNA-binding protein,b2398,
yfeD,1.6074741709255185,4.0,2512291.0,DUF1323 family putative DNA-binding protein,b2399,
gltX,1.5483037578548495,4.0,2512735.0,glutamyl-tRNA synthetase,b2400,['GLUTRS']
xapA,1.552752046571816,4.0,2517403.0,purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase,b2407,"['PUNP6', 'PUNP7', 'PUNP3', 'PUNP5', 'PUNP4']"
yfeR,1.6373610751714898,4.0,2519288.0,transcriptional regulator of yefH,b2409,
yfeH,1.7684993811079925,4.0,2521088.0,putative inorganic ion transporter,b2410,
ypeB,1.4822965911597672,4.0,2521299.0,DUF3820 family protein,b4546,
ligA,1.6158033300468224,4.0,2523136.0,"DNA ligase, NAD(+)-dependent",b2411,['NADDP']
cysZ,1.5214464150444564,4.0,2525184.0,"sulfate transporter, sulfite inhibited",b2413,
cysK,1.543413112690341,4.0,2525767.0,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",b2414,['CYSS']
ptsI,1.6003074178320036,4.0,2527424.0,PEP-protein phosphotransferase of PTS system (enzyme I),b2416,"['ACMUMptspp', 'SBTptspp', 'DHAPT', 'TREptspp', 'GAMptspp', 'GLCptspp', 'MALTptspp', 'ACGAptspp', 'ASCBptspp', 'GALTptspp', 'MANptspp', 'CHTBSptspp', 'FRUptspp', 'ARBTptspp', 'FRUpts2pp', 'MANGLYCptspp', 'ACMANAptspp', 'MNLptspp', 'SUCptspp']"
yfeK,1.6126249462747606,4.0,2530700.0,uncharacterized protein,b2419,
yfeS,1.6408478204746846,4.0,2531328.0,WGR domain protein,b2420,
cysU,1.4393077170296154,4.0,2535424.0,sulfate/thiosulfate ABC transporter permease,b2424,"['SELtpp', 'SLNTtpp', 'MOBDabcpp', 'SULabcpp', 'TSULabcpp']"
ucpA,1.5647786886228938,4.0,2537472.0,"furfural resistance protein, putative short-chain oxidoreductase",b2426,
murR,1.585856713005595,4.0,2538110.0,"repressor for murPQ, MurNAc 6-P inducible",b2427,
yfeW,1.6697503734535097,4.0,2541568.0,penicillin binding protein PBP4B; weak DD-carboxypeptidase activity,b2430,
yfeX,1.5476668925140165,4.0,2543616.0,"porphyrinogen oxidase, cytoplasmic",b2431,
yfeY,1.5606054728110303,4.0,2543999.0,RpoE-regulated lipoprotein,b2432,
ypeA,1.785089716146734,4.0,2545071.0,GNAT family putative N-acetyltransferase,b2434,
hemF,1.5929838269022418,4.0,2546583.0,coproporphyrinogen III oxidase,b2436,['CPPPGO']
eutR,1.542243626214601,4.0,2547712.0,"eut operon transcriptional activator, AraC family",b2437,
eutK,1.4320719116568648,4.0,2548586.0,putative ethanol utilization carboxysome structural protein,b2438,
eutL,1.4585050893613956,4.0,2549099.0,putative ethanol utilization carboxysome structural protein,b2439,
eutC,1.5246639074765271,4.0,2549768.0,"ethanolamine ammonia-lyase, small subunit (light chain)",b2440,['ETHAAL']
eutB,1.490584415394104,4.0,2551808.0,"ethanolamine ammonia-lyase, large subunit, heavy chain",b2441,['ETHAAL']
intZ,1.4914617595170707,4.0,2552216.0,CPZ-55 prophage; putative phage integrase,b2442,
yffL,1.4813092524297296,4.0,2553856.0,CPZ-55 prophage; uncharacterized protein,b2443,
yffM,1.5340582554358346,4.0,2554880.0,CPZ-55 prophage; uncharacterized protein,b2444,
yffN,1.5914669912675556,4.0,2554983.0,CPZ-55 prophage; uncharacterized protein,b2445,
yffO,1.5596376613943128,4.0,2555469.0,CPZ-55 prophage; uncharacterized protein,b2446,
yffQ,1.5964503198569644,4.0,2556950.0,CPZ-55 prophage; uncharacterized protein,b2448,
yffS,1.5635949347426692,4.0,2557952.0,CPZ-55 prophage; uncharacterized protein,b2450,
eutG,1.5397823612246784,4.0,2562048.0,ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase,b2453,
eutJ,1.5465462730981019,4.0,2562859.0,"ethanolamine utilization protein, HSP70/actin superfamily protein",b2454,
eutN,1.6996509007974305,4.0,2565121.0,Ethanolamine catabolic microcompartment shell protein,b2456,
eutM,1.5273673921989928,4.0,2565632.0,"ethanolamine utilization protein, putative carboxysome structural protein",b2457,
eutD,1.5181351201983209,4.0,2566144.0,phosphate acetyltransferase,b2458,['PTAr']
eutT,1.4694904613266628,4.0,2566860.0,cobalamin adenosyltransferase involved in ethanolamine utilization,b2459,
eutS,2.0857953603269936,4.0,2568828.0,putative ethanol utilization carboxysome structural protein,b2462,
maeB,1.4909722165132018,4.0,2569456.0,malic enzyme: putative oxidoreductase/phosphotransacetylase,b2463,['ME2']
talA,1.6612016626238475,4.0,2572288.0,transaldolase A,b2464,['TALA']
tktB,1.5506937837458339,4.0,2572994.0,"transketolase 2, thiamine triphosphate-binding",b2465,"['TKT1', 'TKT2']"
ypfG,1.5938472953124272,4.0,2575092.0,DUF1176 family protein,b2466,
nudK,1.7630144960876,4.0,2576384.0,GDP-mannose pyrophosphatase,b2467,['GDPMNP']
aegA,1.5463134171155744,4.0,2576904.0,"putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit",b2468,
narQ,1.6039525770415777,4.0,2580480.0,sensory histidine kinase in two-component regulatory system with NarP,b2469,
acrD,1.5127227879316631,4.0,2580953.0,aminoglycoside/multidrug efflux system,b2470,"['TTRCYCtpp', 'NOVBCNtpp', 'MINCYCtpp', 'DOXRBCNtpp', 'RFAMPtpp', 'CMtpp', 'FUSAtpp']"
ypfM,1.3573811417349226,4.0,2584192.0,stress-induced small enterobacterial protein,b4606,
dapE,1.7599335225805581,4.0,2584965.0,N-succinyl-diaminopimelate deacylase,b2472,['SDPDS']
ypfN,1.5940881166097016,4.0,2586120.0,"putative membrane protein, UPF0370 family",b4547,
ypfH,1.590037338897911,4.0,2586624.0,"palmitoyl-CoA esterase activity, uncertain physiological substrate",b2473,
tmcA,1.6405157652129383,4.0,2588672.0,elongator methionine tRNA (ac4C34) acetyltransferase,b2474,
ypfJ,1.4838306550212164,4.0,2589232.0,putative neutral zinc metallopeptidase,b2475,
purC,1.5672855157064034,4.0,2590720.0,phosphoribosylaminoimidazole-succinocarboxamide synthetase,b2476,['PRASCSi']
bamC,1.5442330441636,4.0,2591189.0,BamABCDE complex OM biogenesis lipoprotein,b2477,
bcp,1.7303400933708677,4.0,2593836.0,"peroxiredoxin; thiol peroxidase, thioredoxin-dependent",b2480,['THIORDXi']
hyfA,1.6503426750864612,4.0,2594816.0,"hydrogenase 4, 4Fe-4S subunit",b2481,['FHL']
hyfB,1.640859223396006,4.0,2596864.0,"hydrogenase 4, membrane subunit",b2482,['FHL']
hyfD,1.5753696336157048,4.0,2598169.0,"hydrogenase 4, membrane subunit",b2484,['FHL']
hyfF,1.4858364135526125,4.0,2600275.0,"hydrogenase 4, membrane subunit",b2486,['FHL']
hyfG,1.569354028977169,4.0,2601845.0,"hydrogenase 4, subunit",b2487,['FHL']
hyfJ,1.5030638533483733,4.0,2605056.0,putative processing element hydrogenase 4,b2490,['FHL']
hyfR,1.5215979631574466,4.0,2605258.0,hydrogenase-4 transcriptional activator,b2491,
yfgO,1.6127833695323746,4.0,2609152.0,putative UPF0118 family inner membrane permease,b2493,
bepA,1.4798272399708603,4.0,2609452.0,"OM protein maintenance and assembly metalloprotease and chaperone, periplasmic",b2494,
hda,1.4770432403132465,4.0,2611433.0,ATPase regulatory factor involved in DnaA inactivation,b2496,
uraA,1.5707329311703047,4.0,2613248.0,uracil permease,b2497,['URAt2pp']
purM,1.6243045962544402,4.0,2615296.0,phosphoribosylaminoimidazole synthetase,b2499,['PRAIS']
purN,1.4037872834075766,4.0,2615592.0,phosphoribosylglycinamide formyltransferase 1,b2500,['GARFT']
ppx,1.4328782853525572,4.0,2618473.0,exopolyphosphatase,b2502,"['PPA', 'PPA2']"
yfgF,1.6330761187776233,4.0,2621440.0,"cyclic-di-GMP phosphodiesterase, anaerobic",b2503,
yfgI,1.6093466999573147,4.0,2623684.0,"nalidixic acid resistance protein, putative periplasmic protein",b2506,
guaA,1.6167274662166455,4.0,2624316.0,GMP synthetase (glutamine aminotransferase),b2507,['GMPS2']
der,1.5340637493643734,4.0,2629632.0,GTPase; multicopy suppressor of ftsJ,b2511,
bamB,1.5981656451027166,4.0,2631680.0,BamABCDE complex OM biogenesis lipoprotein,b2512,
yfgM,1.5611988442719416,4.0,2632021.0,ancillary SecYEG translocon subunit; putative anti-RcsB factor,b2513,
hisS,1.5562628640557425,4.0,2633728.0,histidyl tRNA synthetase,b2514,['HISTRS']
ispG,1.4705989700338649,4.0,2634044.0,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,b2515,['MECDPDH5']
rodZ,1.6146492420649339,4.0,2635776.0,MreB assembly cytoskeletal protein,b2516,
rlmN,1.5263003958499,4.0,2636487.0,"dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent",b2517,
ndk,1.4942583236167548,4.0,2637824.0,multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase,b2518,"['NDPK2', 'NDPK4', 'NDPK3', 'NDPK7', 'NDPK8', 'NDPK5', 'NDPK1', 'NDPK6']"
yfhM,1.5971734485473599,4.0,2640684.0,bacterial alpha2-macroglobulin colonization factor ECAM; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein,b2520,
sseB,1.7023002747657958,4.0,2648064.0,"rhodanase-like enzyme, sulfur transfer from thiosulfate",b2522,
pepB,1.616674862706513,4.0,2648433.0,aminopeptidase B,b2523,"['AMPTASEPG', 'AMPTASECG']"
iscX,1.540757145686006,4.0,2649894.0,Fe(2+) donor and activity modulator for cysteine desulfurase,b2524,
fdx,1.6008644604279612,4.0,2650112.0,[2Fe-2S] ferredoxin,b2525,
hscA,1.5391237123441008,4.0,2650443.0,DnaK-like molecular chaperone specific for IscU,b2526,
hscB,1.651703135488411,4.0,2652310.0,"HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB",b2527,
iscA,1.5236409138802927,4.0,2653184.0,FeS cluster assembly protein,b2528,"['I2FE2ST', 'I4FE4ST']"
iscU,1.6925427192994373,4.0,2653261.0,iron-sulfur cluster assembly scaffold protein,b2529,"['I2FE2SS2', 'I2FE2ST', 'I2FE2SS', 'I2FE2SR', 'I4FE4ST', 'I4FE4SR']"
iscS,1.8350281001334139,4.0,2654208.0,"cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent",b2530,"['ICYSDS', 'I2FE2SS2', 'MOADSUx', 'I2FE2SS', 'I2FE2SR', 'THZPSN3']"
iscR,1.5437306238632738,4.0,2655001.0,isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor,b2531,
suhB,1.5274878922061819,4.0,2656800.0,inositol monophosphatase,b2533,"['MI1PP', 'G2PP']"
yfhR,1.517002363925449,4.0,2658304.0,putative S9 family prolyl oligopeptidase,b2534,
csiE,1.6479760681765336,4.0,2658793.0,stationary phase inducible protein,b2535,
iroK,1.6365451103450595,4.0,2661376.0,3-hydroxypropionic acid resistance peptide,b4706,
hcaF,1.7803420919830304,4.0,2663748.0,"3-phenylpropionate dioxygenase, small (beta) subunit",b2539,"['PPPNDO', 'CINNDO']"
hcaD,1.4668220920164192,4.0,2666496.0,"phenylpropionate dioxygenase, ferredoxin reductase subunit",b2542,"['PPPNDO', 'CINNDO']"
yphB,1.4027825670076182,4.0,2667174.0,"mutarotase superfamily protein, YphB family",b2544,
yphD,1.5521569934390078,4.0,2669185.0,putative sugar ABC transporter permease,b2546,
yphE,1.558132541286552,4.0,2670592.0,putative sugar ABC transporter ATPase,b2547,
yphF,1.5537449559612606,4.0,2672640.0,putative sugar ABC transporter periplasmic binding protein,b2548,
yphG,1.5882696227200768,4.0,2672822.0,DUF4380 domain-containing TPR repeat protein,b2549,
yphH,1.4872838822698964,4.0,2676736.0,putative DNA-binding transcriptional regulator,b2550,
glyA,1.6758874854606822,4.0,2678784.0,serine hydroxymethyltransferase,b2551,"['THFAT', 'ALATA_D2', 'ALATA_L2', 'THRAi', 'GHMT2r', 'THRA2i']"
hmp,1.4671575911744816,4.0,2679193.0,fused nitric oxide dioxygenase/dihydropteridine reductase 2,b2552,"['NODOy', 'NODOx']"
glnB,1.5372332113240865,4.0,2680428.0,regulatory protein P-II for glutamine synthetase,b2553,
glrR,1.4594575189194645,4.0,2680832.0,response regulator regulating glmY sRNA in two-component system with sensor protein GlrK,b2554,
yfhG,1.4394933907514396,4.0,2682151.0,putative outer membrane protein modulating the QseEF response,b2555,
glrK,1.5489835386499162,4.0,2683029.0,sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR,b2556,
purL,1.542691020436322,4.0,2686976.0,phosphoribosylformyl-glycineamide synthetase,b2557,['PRFGS']
mltF,1.4825447198954897,4.0,2689159.0,"membrane-bound lytic transglycosylase F, murein hydrolase",b2558,"['MLTGY2pp', 'MLTGY1pp', 'MLTGY3pp', 'MLTGY4pp']"
tadA,1.613853680960971,4.0,2691072.0,tRNA-specific adenosine deaminase,b2559,
yfhH,1.6351950510884607,4.0,2692117.0,putative DNA-binding transcriptional regulator,b2561,
recO,1.4617247853356794,4.0,2695168.0,gap repair protein,b2565,
era,1.734978753513512,4.0,2695839.0,"membrane-associated, 16S rRNA-binding GTPase",b2566,
rnc,1.5960481724321962,4.0,2697216.0,RNase III,b2567,
lepB,1.6617750816405055,4.0,2697693.0,leader peptidase (signal peptidase I),b2568,
lepA,1.5413712983749766,4.0,2698683.0,"back-translocating elongation factor EF4, GTPase",b2569,
rseC,1.458408412547221,4.0,2700680.0,SoxR iron-sulfur cluster reduction factor component,b2570,
rseB,1.5360812320015709,4.0,2701312.0,"anti-sigma E factor, binds RseA",b2571,
rseA,1.6827717750397173,4.0,2702112.0,anti-sigma factor,b2572,
rpoE,1.6702289236836736,4.0,2703360.0,RNA polymerase sigma E factor,b2573,
nadB,1.6173955957296549,4.0,2703778.0,"quinolinate synthase, L-aspartate oxidase (B protein) subunit",b2574,"['ASPO6', 'ASPO5', 'ASPO4', 'ASPO3']"
trmN,1.7847891800020865,4.0,2705408.0,tRNA1(Val) (adenine(37)-N6)-methyltransferase,b2575,
srmB,1.6333940979567758,4.0,2707456.0,ATP-dependent RNA helicase,b2576,
yfiE,1.483585291020616,4.0,2707797.0,putative DNA-binding transcriptional regulator,b2577,
eamB,1.4743687680693187,4.0,2708781.0,cysteine and O-acetylserine exporter,b2578,"['ACSERtpp', 'CYStpp']"
ung,1.780669223580428,4.0,2710112.0,uracil-DNA-glycosylase,b2580,
yfiF,1.449014443867248,4.0,2711552.0,putative methyltransferase,b2581,
yfiP,1.5688962357399003,4.0,2712581.0,DTW domain protein,b2583,
pka,1.6288763610267796,4.0,2713311.0,protein lysine acetyltransferase,b2584,
pssA,1.5695130006940148,4.0,2716085.0,phosphatidylserine synthase; CDP-diacylglycerol-serine O-phosphatidyltransferase,b2585,"['PSSA120', 'PSSA141', 'PSSA140', 'PSSA180', 'PSSA161', 'PSSA160', 'PSSA181']"
kgtP,1.6557715164009257,4.0,2717806.0,alpha-ketoglutarate transporter,b2587,['AKGt2rpp']
clpB,1.6806099064672388,4.0,2724958.0,protein disaggregation chaperone,b2592,
rluD,1.659390403265206,4.0,2728389.0,"23S rRNA pseudouridine(1911,1915,1917) synthase",b2594,
raiA,1.7206912525349316,4.0,2730512.0,cold shock protein associated with 30S ribosomal subunit,b2597,
pheA,1.706458185079214,4.0,2732032.0,"chorismate mutase and prephenate dehydratase, P-protein",b2599,"['CHORM', 'PPNDH']"
aroF,1.5138451725434185,4.0,2734080.0,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible",b2601,['DDPA']
yfiL,1.6688066386948148,4.0,2734718.0,lipoprotein,b2602,
yfiR,1.9001855767263571,4.0,2735233.0,putative periplasmic inhibitor of YfiN activity,b2603,
yfiN,1.5612099983666567,4.0,2736128.0,putative membrane-anchored diguanylate cyclase,b2604,
yfiB,1.6173874887337452,4.0,2736983.0,OM lipoprotein putative positive effector of YfiN activity,b2605,
rplS,1.5560766641194446,4.0,2737541.0,50S ribosomal subunit protein L19,b2606,
trmD,1.6135118593679971,4.0,2738176.0,"tRNA m(1)G37 methyltransferase, SAM-dependent",b2607,
rimM,2.0308428176770517,4.0,2738728.0,ribosome maturation factor,b2608,
rpsP,1.965348779256826,4.0,2739295.0,30S ribosomal subunit protein S16,b2609,
ypjD,1.586305392579071,4.0,2741320.0,cytochrome c assembly protein family inner membrane protein,b2611,
yfjD,1.7442282079793678,4.0,2742272.0,UPF0053 family inner membrane protein,b4461,
grpE,1.4355862392811063,4.0,2743473.0,heat shock protein,b2614,
nadK,1.5313607365232598,4.0,2744320.0,NAD kinase,b2615,['NADK']
recN,1.677202422391304,4.0,2745153.0,recombination and repair protein,b2616,
bamE,1.824199894911041,4.0,2746963.0,lipoprotein component of BamABCDE OM biogenesis complex,b2617,
ratB,1.3394582570551674,4.0,2747392.0,UPF0125 family protein,b2618,
ratA,1.7948275522689108,4.0,2747646.0,toxic UPF0083 family protein inhibitor of 70S ribosome formation,b2619,
smpB,1.7093325433076054,4.0,2748416.0,tmRNA-binding trans-translation protein,b2620,
intA,1.6796059908614078,4.0,2750464.0,CP4-57 prophage; integrase,b2622,
yfjH,1.5092784186925168,4.0,2751002.0,CP4-57 prophage; uncharacterized protein,b2623,
alpA,1.8049207178599265,4.0,2752002.0,CP4-57 prophage; DNA-binding transcriptional activator,b2624,
yfjJ,1.7187305789000955,4.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjK,1.9040734284163372,4.0,2754709.0,radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage,b2627,
yfjL,1.6926571224903921,4.0,2756895.0,"CP4-57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein",b2628,
yfjM,1.4667806246547284,4.0,2758871.0,CP4-57 prophage; uncharacterized protein,b2629,
rnlA,1.7130612981535644,4.0,2759276.0,CP4-57 prophage; RNase LS,b2630,
yfjQ,1.540799780803533,4.0,2762752.0,CP4-57 prophage; uncharacterized protein,b2633,
yfjR,1.609092200309744,4.0,2763061.0,CP4-57 prophage; putative DNA-binding transcriptional regulator,b2634,
ypjK,1.8122178955143047,4.0,2763803.0,CP4-57 prophage; putative inner membrane protein,b2635,
yfjS,1.7808391748307275,4.0,2764039.0,CP4-57 prophage; uncharacterized protein,b2636,
yfjT,1.6287613873576807,4.0,2764800.0,CP4-57 prophage; putative periplasmic protein,b2637,
yfjU,1.8976862460445103,4.0,2765360.0,No_gene_product,b2638,
yfjV,1.4898110210014508,4.0,2765525.0,No_gene_product,b2641,
yfjX,1.6384002941778448,4.0,2769277.0,CP4-57 prophage; putative antirestriction protein,b2643,
yfjY,1.6406379623041465,4.0,2769744.0,CP4-57 prophage; putative DNA repair protein,b2644,
ypjJ,2.052353531046886,4.0,2770432.0,uncharacterized protein,b4548,
yfjZ,1.5411524561173813,4.0,2770473.0,CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system,b2645,
ypjF,1.6537149125424415,4.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
ypjA,1.5612068380496917,4.0,2771504.0,adhesin-like autotransporter,b2647,
pinH,1.9291954945325316,4.0,2776576.0,No_gene_product,b2648,
csiD,1.637261586366671,4.0,2783232.0,carbon starvation protein,b2659,
lhgO,1.453907752594299,4.0,2783340.0,L-2-hydroxyglutarate oxidase,b2660,
