,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
yfjJ,1.4571650337744928,52.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjU,1.3063076407549363,53.0,2765360.0,No_gene_product,b2638,
yfjW,1.4872945670216837,53.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
yqaE,1.452979677882965,54.0,2790228.0,cyaR sRNA-regulated protein,b2666,
yqcG,1.4494552960915932,55.0,2898944.0,membrane stress resistance protein,b4682,
yqeJ,1.4999415463566503,56.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.4000004045147894,56.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.3473106617606998,56.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.3535702072876186,56.0,2983936.0,No_gene_product,b2850,
ygeG,1.4843546104659469,56.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeI,1.4923193031396014,56.0,2987008.0,uncharacterized protein,b2853,
pbl,1.3471993624621739,56.0,2987297.0,No_gene_product,b2854,
yqfG,1.3774270345613102,57.0,3026175.0,uncharacterized protein,b4684,
yqgB,1.517038197412227,58.0,3079278.0,uncharacterized protein,b2939,
yggX,1.4074373484635934,59.0,3097600.0,oxidative damage protective factor for iron-sulfur proteins,b2962,
tdcF,1.3226102102488957,60.0,3253079.0,putative reactive intermediate deaminase,b3113,
yrbN,1.44758005207229,61.0,3301248.0,uncharacterized protein,b4685,
rbfA,1.380413794630528,61.0,3306135.0,30s ribosome binding factor,b3167,
argR,1.4234810226492018,62.0,3378061.0,l-arginine-responsive arginine metabolism regulon transcriptional regulator,b3237,
yrdE,1.3515215143629211,63.0,3397996.0,No_gene_product,b4646,
rpsM,1.3653170855039143,64.0,3435473.0,30S ribosomal subunit protein S13,b3298,
rplF,1.4954122057406307,65.0,3438965.0,50S ribosomal subunit protein L6,b3305,
rpsQ,1.5056650214217349,66.0,3441672.0,30S ribosomal subunit protein S17,b3311,
rplV,1.3301754804289594,66.0,3443259.0,50S ribosomal subunit protein L22,b3315,
yhfG,1.3439055801803932,67.0,3484811.0,putative antitoxin for Fic,b3362,
gadE,1.485228984445395,68.0,3651725.0,gad regulon transcriptional activator,b3512,
yibA,1.5233747161680051,69.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibW,1.446785414476728,69.0,3762251.0,No_gene_product,b4651,
yibV,1.42160399369988,69.0,3762704.0,No_gene_product,b4615,
waaU,1.51943307834156,70.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,['HEPT4']
waaJ,1.4058315254788785,70.0,3794944.0,,,
waaS,1.3944851224905788,70.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,['RHAT1']
rpmG,1.3880083017270037,71.0,3804672.0,50S ribosomal subunit protein L33,b3636,
tisB,1.4529349570556986,72.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
yifE,1.4118024814780776,73.0,3941445.0,UPF0438 family protein,b3764,
yigF,1.4095061039251209,74.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.4194721578880467,74.0,3996172.0,PRK11371 family inner membrane protein,b3818,
yjbI,1.3666406474233874,75.0,4240630.0,No_gene_product,b4038,
yjbS,1.4044154901086316,76.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.429238417917411,77.0,4272128.0,pentapeptide repeats protein,b4066,
phnO,1.3119160013880438,78.0,4304920.0,aminoalkylphosphonate N-acetyltransferase,b4093,
pmrR,1.4530929706453728,79.0,4321932.0,putative membrane-bound BasS regulator,b4703,
yjdO,1.4963342067714311,80.0,4342784.0,,,
ecnA,1.5943571198142468,81.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,1.9895200846855838,81.0,4366369.0,entericidin B membrane lipoprotein,b4411,
hfq,1.307846265371697,82.0,4390400.0,"global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication",b4172,
ytfP,1.3756746282096586,83.0,4438016.0,GGCT-like protein,b4222,
holC,1.3405104233211742,84.0,4473653.0,"DNA polymerase III, chi subunit",b4259,
yjhY,1.3646925403392784,85.0,4521984.0,No_gene_product,b4656,
yjhX,1.4295085237028144,85.0,4523612.0,UPF0386 family protein,b4566,
