,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ratB,1.3713572827107514,36.0,2747392.0,UPF0125 family protein,b2618,
yfjU,1.4176762858651069,37.0,2765360.0,No_gene_product,b2638,
hycA,1.511382118860458,38.0,2843332.0,regulator of the transcriptional regulator FhlA,b2725,
yqcG,1.390065241999649,39.0,2898944.0,membrane stress resistance protein,b4682,
ygeI,1.482702021873401,40.0,2987008.0,uncharacterized protein,b2853,
ibsC,1.4425245680184569,41.0,3050248.0,toxic membrane protein,b4665,
hybG,1.3142551772312296,42.0,3133074.0,hydrogenase 2 accessory protein,b2990,
hybF,1.5267693048554785,42.0,3133440.0,protein involved with the maturation of hydrogenases 1 and 2,b2991,
ygiN,1.3785065800076095,43.0,3166720.0,quinol monooxygenase,b3029,"['QMO3', 'QMO2']"
rpsU,1.3410153108831155,44.0,3204139.0,30S ribosomal subunit protein S21,b3065,
yrbN,1.4211382548171585,45.0,3301248.0,uncharacterized protein,b4685,
yhdV,1.4804759348216796,46.0,3411968.0,putative outer membrane protein,b3267,
rplQ,1.5397877743273718,47.0,3432974.0,50S ribosomal subunit protein L17,b3294,
rpsN,1.3872975083108545,48.0,3440128.0,30S ribosomal subunit protein S14,b3307,
rpsL,1.5349414829965775,49.0,3467536.0,30S ribosomal subunit protein S12,b3342,
feoC,1.4389542482026845,50.0,3536086.0,putative DNA-binding transcriptional regulator,b3410,
insK,1.3954983520168147,51.0,3715072.0,IS150 transposase B,b3558,
yibS,1.3211986296763276,52.0,3762176.0,No_gene_product,b4650,
secB,1.4588104688848194,53.0,3777020.0,protein export chaperone,b3609,
rpmG,1.3513548520836622,54.0,3804672.0,50S ribosomal subunit protein L33,b3636,
ivbL,1.3502623086351577,55.0,3846249.0,ilvB operon leader peptide,b3672,
tisB,1.3245147013654,55.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
recF,1.3822147963522002,56.0,3873507.0,gap repair protein,b3700,
yiiF,1.3407636660508988,57.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
yjbL,1.4964503346905527,58.0,4250248.0,uncharacterized protein,b4047,
yjcH,1.3605241241366675,59.0,4274826.0,DUF485 family inner membrane protein,b4068,
ecnA,1.3829576829459613,60.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,1.5509868188687488,60.0,4366369.0,entericidin B membrane lipoprotein,b4411,
priB,1.4587154549567123,61.0,4415488.0,primosomal protein N,b4201,
rpsR,1.3995761100348743,61.0,4415655.0,30S ribosomal subunit protein S18,b4202,
