,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
tfaR,1.7115741250194523,17.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,1.9787173425909503,17.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,1.7121298082663696,18.0,1459456.0,uncharacterized protein,b4674,
yncL,1.3461014648082863,19.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
yncH,1.451401193321157,20.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.5869403294377147,20.0,1524178.0,putative immunity protein for RhsE,b1457,
ydcC,1.687788008779264,20.0,1526072.0,H repeat-associated putative transposase,b1460,
ydfK,1.931690839696517,21.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.6953980378012028,21.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
gnsB,1.435036284398513,21.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
cspB,1.4445679727316338,22.0,1635595.0,Qin prophage; cold shock protein,b1557,
wbbK,1.4863397067544069,23.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,frozenset({<Reaction O16GLCT1 at 0x7fcfa67311d0>})
wbbI,1.3997143497737192,23.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,frozenset({<Reaction O16GALFT at 0x7fcfa6731048>})
glf,1.4218222868730226,23.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,frozenset({<Reaction UDPGALM at 0x7fcfa657f160>})
yegR,1.4243376315998681,24.0,2161664.0,uncharacterized protein,b2085,
yohP,1.5446171164460387,25.0,2222464.0,uncharacterized protein,b4679,
yeiS,1.3184626675095188,26.0,2227200.0,DUF2542 family protein,b2145,
yfaH,1.4361115082343967,27.0,2343129.0,No_gene_product,b2238,
elaD,1.3941589134089698,28.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfdF,1.3496580075753541,29.0,2456490.0,uncharacterized protein,b2345,
gtrS,1.610131238823771,30.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
ypdJ,1.3631224490769818,31.0,2469659.0,No_gene_product,b4545,
ypfM,1.345850456558348,32.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yfgG,1.3954664206294956,33.0,2622648.0,uncharacterized protein,b2504,
shoB,1.3724263423789815,34.0,2693504.0,toxic membrane protein,b4687,
pheL,1.3169566180098888,35.0,2730957.0,pheA gene leader peptide,b2598,
yfjJ,1.3937323152557854,36.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjU,1.4011838307669804,37.0,2765360.0,No_gene_product,b2638,
ypjC,1.6112854087066457,38.0,2777088.0,No_gene_product,b2650,
ygaQ,1.4991004444846099,38.0,2779755.0,No_gene_product,b4462,
yqcG,1.6523107607289442,39.0,2898944.0,membrane stress resistance protein,b4682,
yqeH,1.4186526302992881,40.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeJ,1.4727203158563813,40.0,2982662.0,uncharacterized protein,b2848,
yqeL,2.0554993280548404,40.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.762761411210258,40.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.6055512189526153,40.0,2983936.0,No_gene_product,b2850,
ygeG,1.658640747939521,40.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.639876817549316,40.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.5675140464338924,40.0,2987008.0,uncharacterized protein,b2853,
pbl,1.6144637719825468,40.0,2987297.0,No_gene_product,b2854,
ygeN,1.5277585771259612,40.0,2988672.0,No_gene_product,b2858,
yqfG,1.4197770344661176,41.0,3026175.0,uncharacterized protein,b4684,
mqsR,1.4602313382721193,42.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
ygiZ,1.4238172873780381,42.0,3165237.0,inner membrane protein,b3027,
yqiI,1.3757420430799583,43.0,3184640.0,fimbrial protein,b3048,
tdcR,1.4968496843203494,44.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.4185374875528418,44.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.5814026833489812,44.0,3262464.0,pentapetide repeats-related protein,b3121,
yhdU,1.3114902161223425,45.0,3405979.0,putative membrane protein,b3263,
bfd,1.3396031401154378,46.0,3460155.0,bacterioferritin-associated ferredoxin,b3337,
yhhZ,1.587785790822932,47.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yrhB,1.4428482644877418,47.0,3578368.0,stable heat shock chaperone,b3446,
yhhH,1.4766606170331655,48.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yrhC,1.3855464697071933,48.0,3617246.0,No_gene_product,b4552,
yhhI,1.738016150402812,48.0,3618816.0,putative transposase,b3484,
yhiJ,1.528019036659017,48.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.501946730475345,48.0,3626211.0,No_gene_product,b4660,
hdeB,1.4011428916028723,49.0,3649536.0,acid-resistance protein,b3509,
gadE,1.5995817656930014,49.0,3651725.0,gad regulon transcriptional activator,b3512,
gadA,1.5177787454754372,49.0,3659539.0,"glutamate decarboxylase A, PLP-dependent",b3517,frozenset({<Reaction GLUDC at 0x7fcfa691dba8>})
insK,1.352396311764878,50.0,3715072.0,IS150 transposase B,b3558,
yibA,1.530608408829302,51.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.5627563562107036,51.0,3761536.0,TPR-like repeat protein,b3596,
yibW,1.4572140680621997,51.0,3762251.0,No_gene_product,b4651,
yibV,1.684183402988035,51.0,3762704.0,No_gene_product,b4615,
yibB,1.4075653303302926,52.0,3786752.0,"YibB family protein, function unknown",b3618,
waaL,1.6223898313475729,52.0,3790848.0,O-antigen ligase,b3622,"frozenset({<Reaction O16A4Lpp at 0x7fcfa67240b8>, <Reaction ECA4OALpp at 0x7fcfa6a1ccf8>})"
waaU,1.67080813638667,52.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,frozenset({<Reaction HEPT4 at 0x7fcfa6911358>})
waaZ,1.6277276146550033,52.0,3792896.0,lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3624,frozenset({<Reaction MOAT3C at 0x7fcfa67b10f0>})
waaJ,1.625710751472243,52.0,3794944.0,,,
waaS,1.769929967514023,52.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,frozenset({<Reaction RHAT1 at 0x7fcfa661cda0>})
tnaC,1.3176482851874967,53.0,3881856.0,tryptophanase leader peptide,b3707,
yigF,1.5656941546460865,54.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.5741621145040243,54.0,3996172.0,PRK11371 family inner membrane protein,b3818,
ompL,1.3705654122078819,55.0,4057088.0,outer membrane porin L; putative sulpholipid porin,b3875,frozenset({<Reaction H2Otex at 0x7fcfa68f9208>})
yjbI,1.4879671680174353,56.0,4240630.0,No_gene_product,b4038,
yjbL,1.5217202891948929,57.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.4459776947296137,57.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.8438114505929113,58.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.6572471888479428,59.0,4272128.0,pentapeptide repeats protein,b4066,
adiY,1.3977755647660677,60.0,4327424.0,adi system transcriptional activator,b4116,
yjdK,1.6759125011821108,61.0,4342400.0,,,
yjdO,1.4785828497518025,61.0,4342784.0,,,
yjeV,1.3734179799096022,62.0,4382720.0,uncharacterized protein,b4670,
yjfI,1.5108448811214739,63.0,4399949.0,DUF2170 family protein,b4181,
ytfI,1.3940697027318087,64.0,4427776.0,uncharacterized protein,b4215,
yjgL,1.6268026768970596,65.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
ythA,1.5939156679683226,66.0,4496384.0,uncharacterized protein,b4655,
yjhI,1.3572388291723654,67.0,4514831.0,putative DNA-binding transcriptional regulator,b4299,
yjhZ,1.3834976126141425,68.0,4524246.0,No_gene_product,b4657,
yjiS,1.3645924058870784,69.0,4561567.0,DUF1127 family protein,b4341,
