,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
bamE,1.4898263256523039,54.0,2746963.0,lipoprotein component of BamABCDE OM biogenesis complex,b2617,
ratB,1.604909023710068,54.0,2747392.0,UPF0125 family protein,b2618,
yfjR,1.4281869468196866,55.0,2763061.0,CP4-57 prophage; putative DNA-binding transcriptional regulator,b2634,
ypjK,1.392067997361847,55.0,2763803.0,CP4-57 prophage; putative inner membrane protein,b2635,
ypjF,1.4350365852805484,56.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
luxS,1.4907075307870556,57.0,2807808.0,S-ribosylhomocysteine lyase,b2687,['RHCCE']
hycA,1.623508293611478,58.0,2843332.0,regulator of the transcriptional regulator FhlA,b2725,
ibsC,1.5000736225084546,59.0,3050248.0,toxic membrane protein,b4665,
yqgB,1.6204667501804826,60.0,3079278.0,uncharacterized protein,b2939,
yqgF,1.640759977325969,61.0,3086858.0,putative Holliday junction resolvase,b2949,
yggX,1.3701198082611363,62.0,3097600.0,oxidative damage protective factor for iron-sulfur proteins,b2962,
glcG,1.6214655780232539,63.0,3117185.0,DUF336 family protein,b2977,
hybG,1.5401992570422594,64.0,3133074.0,hydrogenase 2 accessory protein,b2990,
hybF,1.840931445487108,64.0,3133440.0,protein involved with the maturation of hydrogenases 1 and 2,b2991,
hybE,1.738457615145588,64.0,3133669.0,hydrogenase 2-specific chaperone,b2992,
hybD,1.817300536605175,64.0,3134150.0,maturation protease for hydrogenase 2,b2993,
ygiZ,1.4296823259504934,65.0,3165237.0,inner membrane protein,b3027,
exuR,1.3720993301496331,66.0,3240010.0,hexuronate regulon transcriptional repressor; autorepressor,b3094,
yqjK,1.4650839148470618,67.0,3243520.0,uncharacterized protein,b3100,
yhaL,1.4687379263398888,68.0,3248401.0,uncharacterized protein,b3107,
rbfA,1.5569039632932333,69.0,3306135.0,30s ribosome binding factor,b3167,
yhdV,1.440682656662272,70.0,3411968.0,putative outer membrane protein,b3267,
rplQ,1.6016098308107514,71.0,3432974.0,50S ribosomal subunit protein L17,b3294,
rplR,1.758984974026076,72.0,3438602.0,50S ribosomal subunit protein L18,b3304,
rpsQ,1.5644341495232523,73.0,3441672.0,30S ribosomal subunit protein S17,b3311,
rpsL,1.7774451220063883,74.0,3467536.0,30S ribosomal subunit protein S12,b3342,
nirD,1.4963163039543423,75.0,3489909.0,nitrite reductase (NADH) small subunit,b3366,['NTRIR2x']
hslO,1.3574118826503745,76.0,3523132.0,heat shock protein Hsp33,b3401,
feoA,1.3852814224968515,77.0,3533521.0,"ferrous iron transporter, protein A",b3408,
feoC,1.6339949219852712,77.0,3536086.0,putative DNA-binding transcriptional regulator,b3410,
ugpQ,1.4160732705915986,78.0,3580729.0,"glycerophosphodiester phosphodiesterase, cytosolic",b3449,"['GPDDA1', 'GPDDA4', 'GPDDA2', 'GPDDA5', 'GPDDA3']"
gadE,1.62801861656257,79.0,3651725.0,gad regulon transcriptional activator,b3512,
ldrD,1.4176480843740014,80.0,3693339.0,"toxic polypeptide, small",b4453,
cspA,1.527381314873834,81.0,3713536.0,"RNA chaperone and antiterminator, cold-inducible",b3556,
hokA,1.6103083927083335,81.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,1.6372820098095004,81.0,3713807.0,No_gene_product,b4647,
yibW,1.3758750222439544,82.0,3762251.0,No_gene_product,b4651,
mtlR,1.6900063115301702,83.0,3768931.0,mannitol operon repressor,b3601,
yibT,1.3687049423871416,83.0,3769530.0,uncharacterized protein,b4554,
secB,1.506099251328861,84.0,3777020.0,protein export chaperone,b3609,
slmA,1.4225947745407428,85.0,3807853.0,"nucleoid occlusion factor, anti-FtsZ division inhibitor",b3641,
tisB,1.5042104681892448,86.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
dgoK,1.435430341873027,87.0,3866955.0,2-oxo-3-deoxygalactonate kinase,b3693,['DDGALK']
atpH,1.5201221051463107,88.0,3913728.0,"F1 sector of membrane-bound ATP synthase, delta subunit",b3735,['ATPS4rpp']
atpF,1.5982996955327307,88.0,3913777.0,"F0 sector of membrane-bound ATP synthase, subunit b",b3736,['ATPS4rpp']
ilvL,1.3213643154007721,89.0,3943681.0,ilvG operon leader peptide,b3766,
yigG,1.514608798099608,90.0,3996172.0,PRK11371 family inner membrane protein,b3818,
frvA,1.3628752564130742,91.0,4085760.0,putative enzyme IIA component of PTS,b3900,
zapB,1.5009817105847256,92.0,4108442.0,"FtsZ stabilizer, septal ring assembly factor, cell division stimulator",b3928,
ftsN,1.593127629082196,92.0,4112384.0,essential cell division protein,b3933,
rplL,1.6532725469823064,93.0,4170487.0,50S ribosomal subunit protein L7/L12,b3986,
yjbD,1.3811286774483447,94.0,4221440.0,DUF3811 family protein,b4023,
phnO,1.5548097508432699,95.0,4304920.0,aminoalkylphosphonate N-acetyltransferase,b4093,
phnN,1.6067405310665184,95.0,4305341.0,"ribose 1,5-bisphosphokinase",b4094,['R15BPK']
phnH,1.730782323937136,96.0,4311040.0,ribophosphonate triphosphate synthase subunit,b4100,
phnG,1.7374751859318636,96.0,4311060.0,ribophosphonate triphosphate synthase subunit,b4101,
phnF,1.46855264506173,96.0,4311513.0,putative DNA-binding transcriptional regulator of phosphonate uptake and biodegradation,b4102,
yjdO,1.4363919680296393,97.0,4342784.0,,,
ecnA,1.5929715441789172,98.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,2.023759068726242,98.0,4366369.0,entericidin B membrane lipoprotein,b4411,
yjeV,1.4701370940872527,99.0,4382720.0,uncharacterized protein,b4670,
rlmB,1.585181948455287,100.0,4399104.0,"23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent",b4180,
priB,1.5707050199615769,101.0,4415488.0,primosomal protein N,b4201,
rpsR,1.57396794068773,101.0,4415655.0,30S ribosomal subunit protein S18,b4202,
rplI,1.584918992955112,101.0,4415924.0,50S ribosomal subunit protein L9,b4203,
ytfP,1.5692621909319924,102.0,4438016.0,GGCT-like protein,b4222,
cybC,1.332147439905,103.0,4449306.0,No_gene_product,b4236,
pyrL,1.4052820295432524,104.0,4462215.0,pyrBI operon leader peptide,b4246,
fecR,1.582979232813614,105.0,4506580.0,anti-sigma transmembrane signal transducer for ferric citrate transport; periplasmic FecA-bound ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator,b4292,
fimA,1.435579520173513,106.0,4532931.0,major type 1 subunit fimbrin (pilin),b4314,
trpR,1.5151212609407103,107.0,4622848.0,"transcriptional repressor, tryptophan-binding",b4393,
