,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
ygbF,1.3258021123109713,21.0,2871927.0,CRISPR adaptation ssRNA endonuclease,b2754,
casA,1.3462974877901273,22.0,2875988.0,CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2760,
yqcG,1.658392511086364,23.0,2898944.0,membrane stress resistance protein,b4682,
mazF,1.3938450549214727,23.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
queF,1.3468191168966834,24.0,2918706.0,7-cyano-7-deazaguanine reductase (NADPH-dependent),b2794,frozenset({<Reaction CDGR at 0x7fcfa6b3afd0>})
ppdC,1.370068610066607,25.0,2955799.0,putative prepilin peptidase-dependent protein,b2823,
yqeH,1.3939575959955746,26.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.3708554652923988,26.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,1.460218470286796,26.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.6528198692336693,26.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.5616003365846272,26.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.468210537933064,26.0,2983936.0,No_gene_product,b2850,
ygeG,1.4527336414804952,26.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.5345936637692035,26.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.548703545777385,26.0,2987008.0,uncharacterized protein,b2853,
pbl,1.5147041312715137,26.0,2987297.0,No_gene_product,b2854,
ygeN,1.4457819769156284,26.0,2988672.0,No_gene_product,b2858,
ygeO,1.3543590945861832,26.0,2989320.0,No_gene_product,b2859,
ygeQ,1.397178566290137,26.0,2992128.0,No_gene_product,b2863,
yqfG,1.4133418627077288,27.0,3026175.0,uncharacterized protein,b4684,
cptA,1.2871289420079282,28.0,3033774.0,toxin of CptAB toxin-antitoxin pair,b2896,
ibsC,1.326494846098271,29.0,3050248.0,toxic membrane protein,b4665,
yqgB,1.3422709682286067,30.0,3079278.0,uncharacterized protein,b2939,
glcC,1.3192013573743553,31.0,3121630.0,glycolate-inducible glc operon transcriptional repressor; autorepressor,b2980,
hybG,1.3265189774743085,32.0,3133074.0,hydrogenase 2 accessory protein,b2990,
mqsR,1.4265706920055725,33.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
ygiV,1.3029984871142126,33.0,3162112.0,transcriptional repressor for mcbR biofilm gene,b3023,
ygiZ,1.38324122100598,33.0,3165237.0,inner membrane protein,b3027,
ygiN,1.3920456771161722,33.0,3166720.0,quinol monooxygenase,b3029,"frozenset({<Reaction QMO3 at 0x7fcfa668ddd8>, <Reaction QMO2 at 0x7fcfa668d9e8>})"
yqiA,1.3163343106709442,33.0,3168783.0,acyl CoA esterase,b3031,
ygiL,1.413400362202212,34.0,3178772.0,putative fimbrial-like adhesin protein,b3043,
glgS,1.340045411262108,34.0,3185152.0,motility and biofilm regulator,b3049,
folB,1.4061387850943683,35.0,3197579.0,dihydroneopterin aldolase and dihydroneopterin triphosphate 2'-epimerase,b3058,"frozenset({<Reaction DHNPA2r at 0x7fcfa6a64400>, <Reaction DHNPTE at 0x7fcfa6a644a8>})"
yqjC,1.4483835475492892,36.0,3242327.0,DUF1090 family putative periplasmic protein,b3097,
yqjD,1.3626340827252736,36.0,3243008.0,membrane-anchored ribosome-binding protein,b3098,
yqjG,1.3363015103989364,36.0,3244382.0,putative S-transferase,b3102,
tdcA,1.3874156778812619,37.0,3260416.0,tdc operon transcriptional activator,b3118,
tdcR,1.408245478448643,37.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.3873449835594946,37.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.4129470416086007,37.0,3262464.0,pentapetide repeats-related protein,b3121,
garR,1.3387741523029215,37.0,3265225.0,tartronate semialdehyde reductase,b3125,frozenset({<Reaction TRSARr at 0x7fcfa65556a0>})
agaW,1.3775517357310958,38.0,3274059.0,No_gene_product,b3134,
yraH,1.3975429207515733,39.0,3280896.0,putative fimbrial-like adhesin protein,b3142,
rbfA,1.4679387457228759,40.0,3306135.0,30s ribosome binding factor,b3167,
secG,1.4432381264287526,41.0,3315712.0,preprotein translocase membrane subunit,b3175,
ibaG,1.316665467448809,42.0,3330048.0,acid stress protein; putative BolA family transcriptional regulator,b3190,
yjdO,1.3030717200038577,43.0,4342784.0,,,
