,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
ymfE,2.0398697228382408,19.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.4215135275195923,19.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
intE,1.4016085338970812,19.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,1.3928812001878217,19.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,1.4640030438383969,19.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
ymfJ,1.453528281894674,19.0,1197231.0,e14 prophage; uncharacterized protein,b1144,
mcrA,1.745360863432405,20.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.4949051027240319,20.0,1206868.0,No_gene_product,b4519,
iraM,1.917127238008455,20.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgX,1.5527274035557457,20.0,1208320.0,DUF1398 family protein,b1161,
ycgZ,1.5206946646313684,20.0,1211392.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1164,
ymgA,1.5504438082842442,20.0,1211523.0,RcsB connector protein for regulation of biofilm,b1165,
ariR,1.5925409267238417,20.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.7145670938244124,20.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgF,1.3189144076567734,20.0,1214464.0,inner membrane division septum protein,b4520,
ymgI,1.348436146323993,20.0,1218560.0,uncharacterized protein,b4593,
ldrA,1.4369013408973417,21.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.5209251380983033,21.0,1265693.0,"toxic polypeptide, small",b4423,
ydaQ,1.3360188363928165,22.0,1407493.0,Rac prophage; conserved protein,b1346,
rcbA,1.371416341602082,22.0,1407787.0,,,
ydaE,1.507360089821625,22.0,1412096.0,"conserved protein, Rac prophage",b4526,
kilR,1.6320395110138777,22.0,1412264.0,"killing protein, Rac prophage; FtsZ inhibitor protein",b1352,
ydaS,1.4042628835576423,22.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
rzoR,1.4608994388293306,23.0,1417728.0,Rac prophage; putative lipoprotein,b4528,
trkG,1.4545842516690795,23.0,1418038.0,Rac prophage; potassium transporter subunit,b1363,frozenset({<Reaction Kt2pp at 0x7fcfa6862400>})
tfaR,2.056071084035326,24.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
pinR,1.9030095111911602,24.0,1427456.0,Rac prophage; putative site-specific recombinase,b1374,
ynaE,2.321770795257683,24.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ttcC,1.3529172112429766,24.0,1429248.0,No_gene_product,b4638,
ynbG,1.8814317350777092,25.0,1459456.0,uncharacterized protein,b4674,
yncH,1.7912666194866158,26.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.881537285245175,26.0,1524178.0,putative immunity protein for RhsE,b1457,
ydcC,1.8403025388195293,26.0,1526072.0,H repeat-associated putative transposase,b1460,
yddK,1.7677296212821065,27.0,1538640.0,No_gene_product,b1471,
yddL,1.3693533951953727,27.0,1540096.0,No_gene_product,b1472,
bdm,1.3731079924606566,28.0,1550336.0,biofilm-dependent modulation protein,b1481,
ydeO,1.5315246188918066,29.0,1577182.0,"UV-inducible global regulator, EvgA-, GadE-dependent",b1499,
safA,1.4468816956210513,29.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
ydfK,2.4479465480121094,30.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
pinQ,1.8048928616107525,30.0,1628160.0,Qin prophage; putative site-specific recombinase,b1545,
tfaQ,2.086391469120785,30.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ynfO,1.5568730893640559,30.0,1631232.0,"uncharacterized protein, Qin prophage",b4533,
ydfO,1.500644482380889,30.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.6822804070354458,30.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
ynfN,1.4293278908471252,30.0,1632256.0,Qin prophage; cold shock-induced protein,b1551,
cspI,1.466371311050298,30.0,1632768.0,Qin prophage; cold shock protein,b1552,
cspB,1.4334621646074146,31.0,1635595.0,Qin prophage; cold shock protein,b1557,
dicB,1.397635003200584,32.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
arpB,1.3895430670686932,33.0,1797350.0,No_gene_product,b4494,
yobF,1.349674389308703,34.0,1901704.0,DUF2527 family heat-induced protein,b1824,
yobI,1.337195880684556,35.0,1940371.0,uncharacterized protein,b4677,
yedN,1.6457815904691193,36.0,2004992.0,No_gene_product,b4495,
yedV,1.4423157771184916,37.0,2031616.0,putative sensory kinase in two-component regulatory system with YedW,b1968,
zinT,1.577124765398216,37.0,2034855.0,"zinc and cadmium binding protein, periplasmic",b1973,
yodB,1.3774261074567828,37.0,2035848.0,cytochrome b561 homolog,b1974,
yeeL,1.4273913008799468,37.0,2045952.0,No_gene_product,b4497,
wbbK,1.8784703878859415,38.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,frozenset({<Reaction O16GLCT1 at 0x7fcfa67311d0>})
wbbJ,1.3773546751572658,38.0,2097974.0,putative lipopolysaccharide biosynthesis O-acetyl transferase,b2033,frozenset({<Reaction O16AT at 0x7fcfa6724ba8>})
wbbI,1.6766213610321192,38.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,frozenset({<Reaction O16GALFT at 0x7fcfa6731048>})
wbbH,1.8687942053869144,38.0,2099540.0,O-antigen polymerase,b2035,"frozenset({<Reaction O16AP3pp at 0x7fcfa6724a90>, <Reaction O16AP1pp at 0x7fcfa6724a58>, <Reaction O16AP2pp at 0x7fcfa6724860>})"
glf,1.6337318795773663,38.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,frozenset({<Reaction UDPGALM at 0x7fcfa657f160>})
wzxB,1.5280330284622132,38.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,frozenset({<Reaction O16AUNDtpp at 0x7fcfa6724fd0>})
ibsA,1.4388704379103978,39.0,2146829.0,toxic membrane protein,b4667,
yegR,1.3114369326113182,40.0,2161664.0,uncharacterized protein,b2085,
yehA,1.4153855256492596,41.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehC,1.448904740497479,41.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.4660078524859297,41.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.4531832651935834,41.0,2186240.0,DUF2574 family protein,b2112,
elaD,1.4994968865260032,42.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbN,1.3579015795498908,42.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.560000034668963,42.0,2382113.0,uncharacterized protein,b2274,
yfdF,1.6878727615466405,43.0,2456490.0,uncharacterized protein,b2345,
gtrB,1.4511202052774628,43.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,2.0635495154670394,43.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
ypdJ,1.295224731472852,44.0,2469659.0,No_gene_product,b4545,
evgA,1.4560949380436508,45.0,2477233.0,response regulator in two-component regulatory system with EvgS,b2369,
ypdI,1.4362739037907393,46.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
ypfM,1.5226244957945023,47.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yfgG,1.3581964658506545,48.0,2622648.0,uncharacterized protein,b2504,
yfhL,1.3142815679964421,49.0,2693120.0,putative 4Fe-4S cluster-containing protein,b2562,
yfjH,1.4934713410134903,50.0,2751002.0,CP4-57 prophage; uncharacterized protein,b2623,
alpA,1.5196429265569054,50.0,2752002.0,CP4-57 prophage; DNA-binding transcriptional activator,b2624,
yfjI,1.561291339909236,50.0,2752512.0,CP4-57 prophage; uncharacterized protein,b2625,
yfjJ,1.4995699151012951,50.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjW,1.7031957827464723,51.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
ypjC,1.7939407864393302,52.0,2777088.0,No_gene_product,b2650,
ygaQ,1.6389217222822712,52.0,2779755.0,No_gene_product,b4462,
yqcG,1.8150586457276792,53.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.5101675448275673,53.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
yqeH,1.467821648275639,54.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.5478720958523193,54.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,1.8929367033314806,54.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.9939130302070864,54.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.9677331198907242,54.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.97528780562231,54.0,2983936.0,No_gene_product,b2850,
ygeG,2.0188310219777197,54.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.9226595385071303,54.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,2.0134894535044627,54.0,2987008.0,uncharacterized protein,b2853,
pbl,1.6648010330217538,54.0,2987297.0,No_gene_product,b2854,
ygeK,1.578458233290207,54.0,2988032.0,No_gene_product,b2856,
ygeN,1.9503503212979854,54.0,2988672.0,No_gene_product,b2858,
ygeO,1.455460622766203,54.0,2989320.0,No_gene_product,b2859,
ygiZ,1.4270667912097708,55.0,3165237.0,inner membrane protein,b3027,
yqiH,1.4763825452270698,56.0,3183239.0,putative periplasmic pilin chaperone,b3047,
yqiI,1.4511215417846068,56.0,3184640.0,fimbrial protein,b3048,
tdcA,1.3941093096560149,57.0,3260416.0,tdc operon transcriptional activator,b3118,
tdcR,1.7367369144091611,57.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.7680872741343898,57.0,3261212.0,uncharacterized protein,b3120,
yhaC,2.1251166861019484,57.0,3262464.0,pentapetide repeats-related protein,b3121,
agaB,1.5049010958506743,58.0,3277528.0,N-acetylgalactosamine-specific enzyme IIB component of PTS,b3138,
yhdU,1.395415433964732,59.0,3405979.0,putative membrane protein,b3263,
tufA,1.681915464221596,60.0,3463503.0,translation elongation factor EF-Tu 1,b3339,
yhhZ,1.9019586911826531,61.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yrhB,1.5154181969925749,61.0,3578368.0,stable heat shock chaperone,b3446,
yhhH,1.595120308941287,62.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yrhC,1.6752886494642873,62.0,3617246.0,No_gene_product,b4552,
yhhI,1.8875360995122281,62.0,3618816.0,putative transposase,b3484,
yhiJ,1.7507826742780253,62.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.7804325729345931,62.0,3626211.0,No_gene_product,b4660,
slp,1.469642556072034,63.0,3647488.0,outer membrane lipoprotein,b3506,
dctR,1.387219016214541,63.0,3648042.0,Putative LuxR family repressor for dicarboxylate transport,b3507,
hdeB,1.4622494126640064,63.0,3649536.0,acid-resistance protein,b3509,
gadE,1.8274991978038544,63.0,3651725.0,gad regulon transcriptional activator,b3512,
gadW,1.3729531421120904,63.0,3657728.0,transcriptional activator of gadA and gadBC; repressor of gadX,b3515,
gadX,1.5188285279536418,63.0,3658345.0,acid resistance regulon transcriptional activator; autoactivator,b3516,
gadA,1.7263997847144503,63.0,3659539.0,"glutamate decarboxylase A, PLP-dependent",b3517,frozenset({<Reaction GLUDC at 0x7fcfa691dba8>})
cspA,1.3902592339529243,64.0,3713536.0,"RNA chaperone and antiterminator, cold-inducible",b3556,
hokA,1.4703966172435279,64.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,1.4791891755287154,64.0,3713807.0,No_gene_product,b4647,
insK,1.418296926324823,64.0,3715072.0,IS150 transposase B,b3558,
yiaA,1.4053455358842053,64.0,3720283.0,"YiaAB family inner membrane protein, tandem domains",b3562,
yiaW,1.3993626193014064,65.0,3747464.0,DUF3302 family inner membrane protein,b3587,
yibA,1.5834350649455298,66.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.8242399936879992,66.0,3761536.0,TPR-like repeat protein,b3596,
yibS,1.6570471576407917,66.0,3762176.0,No_gene_product,b4650,
yibW,1.6807878070102262,66.0,3762251.0,No_gene_product,b4651,
yibV,1.9740309691254019,66.0,3762704.0,No_gene_product,b4615,
yibU,1.68810997332847,66.0,3763307.0,No_gene_product,b4652,
waaH,1.4257575887722311,67.0,3782656.0,LPS(HepIII)-glucuronic acid glycosyltransferase,b3615,
yibB,1.6736041934506278,67.0,3786752.0,"YibB family protein, function unknown",b3618,
waaL,2.055055226500948,67.0,3790848.0,O-antigen ligase,b3622,"frozenset({<Reaction O16A4Lpp at 0x7fcfa67240b8>, <Reaction ECA4OALpp at 0x7fcfa6a1ccf8>})"
waaU,2.2017735450076823,67.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,frozenset({<Reaction HEPT4 at 0x7fcfa6911358>})
waaZ,1.8374604272847075,67.0,3792896.0,lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3624,frozenset({<Reaction MOAT3C at 0x7fcfa67b10f0>})
waaY,1.9882172472073587,67.0,3793626.0,lipopolysaccharide core biosynthesis protein,b3625,frozenset({<Reaction HEPK2 at 0x7fcfa6906ef0>})
waaJ,1.943326166465193,67.0,3794944.0,,,
waaR,1.6909608699356489,67.0,3795398.0,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626,frozenset({<Reaction GLCTR3 at 0x7fcfa6990588>})
waaB,1.579121395710205,67.0,3796992.0,"lipopolysaccharide 1,6-galactosyltransferase; UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",b3628,frozenset({<Reaction GALT1 at 0x7fcfa695af98>})
waaS,2.413414728159856,67.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,frozenset({<Reaction RHAT1 at 0x7fcfa661cda0>})
tnaC,1.333655919977149,68.0,3881856.0,tryptophanase leader peptide,b3707,
yigF,1.6795159269230144,69.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.7541041578630523,69.0,3996172.0,PRK11371 family inner membrane protein,b3818,
ompL,1.4160263202590173,70.0,4057088.0,outer membrane porin L; putative sulpholipid porin,b3875,frozenset({<Reaction H2Otex at 0x7fcfa68f9208>})
yiiE,1.5197113111724465,71.0,4072656.0,CopG family putative transcriptional regulator,b3889,
yiiF,1.5503064008104757,71.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
frvA,1.4596879770133102,72.0,4085760.0,putative enzyme IIA component of PTS,b3900,
arpA,1.5015954854477283,73.0,4210688.0,ankyrin repeat protein,b4017,
yjbI,1.8834632253027674,74.0,4240630.0,No_gene_product,b4038,
yjbL,1.9306988279507122,75.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.7390230913356874,75.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.8469447700666075,76.0,4258816.0,uncharacterized protein,b4621,
yjcC,1.3780996995350834,77.0,4265398.0,putative membrane-anchored cyclic-di-GMP phosphodiesterase,b4061,
yjcF,1.8527335996380838,77.0,4272128.0,pentapeptide repeats protein,b4066,
yjdK,1.5848901388275336,78.0,4342400.0,,,
yjdO,1.720871732057507,78.0,4342784.0,,,
cadC,1.389365701637188,78.0,4350212.0,cadBA operon transcriptional activator,b4133,
yjfI,1.6294267718140507,79.0,4399949.0,DUF2170 family protein,b4181,
yjfL,1.4081122461395568,79.0,4401795.0,UPF0719 family inner membrane protein,b4184,
yjfY,1.3682995959427706,80.0,4414464.0,"YhcN family protein, periplasmic",b4199,
ytfI,1.6491758418203581,81.0,4427776.0,uncharacterized protein,b4215,
yjgL,1.9445386972692682,82.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
yjgN,1.5156469683831124,82.0,4469546.0,DUF898 family inner membrane protein,b4257,
yjhB,1.7552774469904078,83.0,4493874.0,"putative MFS transporter, membrane protein",b4279,
yjhC,1.5201799199588364,83.0,4495360.0,GFO/IDH/MOCA family putative oxidoreductase. NAD(P)-dependent,b4280,
ythA,1.6554287217396495,83.0,4496384.0,uncharacterized protein,b4655,
fimB,1.5374416388058543,84.0,4530773.0,tyrosine recombinase/inversion of on/off regulator of fimA,b4312,
fimE,1.4009636599534714,84.0,4532224.0,tyrosine recombinase/inversion of on/off regulator of fimA,b4313,
yjiC,1.4244105603293813,85.0,4545306.0,uncharacterized protein,b4325,
mcrC,1.4640909094581243,86.0,4567040.0,"5-methylcytosine-specific restriction enzyme McrBC, subunit McrC",b4345,
yjjY,1.3258089162930582,87.0,4630218.0,uncharacterized protein,b4402,
