,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
elaB,1.4308342272810397,9.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.5437813526359407,9.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.3922458259349382,9.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
elaD,1.5334450561861632,9.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbK,1.4699822027585032,9.0,2377473.0,Von Willebrand factor domain putative lipoprotein,b2270,
yfbL,1.4633093507823092,9.0,2379776.0,putative M28A family peptidase,b2271,
yfbM,1.5567633406024692,9.0,2380412.0,DUF1877 family protein,b2272,
yfbN,1.6139677467436049,9.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.719834201763289,9.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.5651346502158725,9.0,2382594.0,TPR-like repeats-containing protein,b2275,
nuoN,1.3891964479338281,9.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoM,1.4140821221703506,9.0,2384990.0,"NADH:ubiquinone oxidoreductase, membrane subunit M",b2277,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoJ,1.4557570467137368,9.0,2388820.0,"NADH:ubiquinone oxidoreductase, membrane subunit J",b2280,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoI,1.5522507040055766,9.0,2389386.0,"NADH:ubiquinone oxidoreductase, chain I",b2281,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoF,1.32969465273334,9.0,2394112.0,"NADH:ubiquinone oxidoreductase, chain F",b2284,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoE,1.365707736295044,9.0,2395030.0,"NADH:ubiquinone oxidoreductase, chain E",b2285,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoB,1.422810599835155,9.0,2397429.0,"NADH:ubiquinone oxidoreductase, chain B",b2287,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoA,1.466989811977553,9.0,2398208.0,"NADH:ubiquinone oxidoreductase, membrane subunit A",b2288,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
lrhA,1.4930158748259776,9.0,2399181.0,"transcriptional repressor of flagellar, motility and chemotaxis genes",b2289,
yfbR,1.4957382258714393,9.0,2402340.0,5'-nucleotidase,b2291,"['NTD6', 'NTD12', 'NTD1', 'NTD5', 'NTD8', 'NTD3']"
yfbS,1.4210861048210832,9.0,2402998.0,putative transporter,b2292,
yfbU,1.4786743055527436,9.0,2405578.0,UPF0304 family protein,b2294,
yfbV,1.383375481968999,9.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,1.4025881066960288,9.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,1.3649929035922823,9.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,1.4732483203115139,9.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcE,1.4705194430978346,9.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,1.4608789424515058,9.0,2413319.0,glutathione S-transferase,b2301,
yfcG,1.3647304340540503,9.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,1.4725537050521538,9.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcH,1.3991849682822635,9.0,2415186.0,putative NAD-dependent nucleotide-sugar epimerase,b2304,
yfcI,1.5037030859473681,9.0,2416640.0,transposase_31 family protein,b2305,
hisP,1.445086430593385,9.0,2417214.0,histidine ABC transporter ATPase,b2306,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,1.5090975203015247,9.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,1.5832368189676234,9.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,1.4454686023510956,9.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
purF,1.39038617859942,9.0,2422199.0,amidophosphoribosyltransferase,b2312,['GLUPRT']
cvpA,1.503722841438121,9.0,2423753.0,colicin V production protein,b2313,
accD,1.4367141030288602,9.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
dedA,1.3545673600177077,9.0,2427560.0,DedA family inner membrane protein,b2317,
pdxB,1.367288983229887,9.0,2430976.0,erythronate-4-phosphate dehydrogenase,b2320,['PERD']
flk,1.4283296720097785,9.0,2431428.0,putative flagella assembly protein,b2321,
yfcL,1.3859962301481692,9.0,2437632.0,uncharacterized protein,b2325,
yfcO,1.461962649104521,10.0,2443264.0,DUF2544 family putative outer membrane protein,b2332,
yfcP,1.4529407551574578,10.0,2443529.0,putative fimbrial-like adhesin protein,b2333,
yfcQ,1.5398485377386761,10.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfcR,1.37340621777082,10.0,2444550.0,putative fimbrial-like adhesin protein,b2335,
yfcS,1.5365308308485937,10.0,2445312.0,putative periplasmic pilin chaperone,b2336,
yfcU,1.430137434689601,10.0,2445834.0,No_gene_product,b4661,
yfcV,1.4972548191836939,10.0,2448561.0,putative fimbrial-like adhesin protein,b2339,
sixA,1.4732037403379872,10.0,2449805.0,phosphohistidine phosphatase,b2340,
fadI,1.3913414562695232,10.0,2453504.0,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",b2342,"['ACACT8r', 'ACACT4r', 'ACACT7r', 'ACACT2r', 'ACACT5r', 'ACACT3r', 'ACACT1r', 'ACACT6r']"
yfcZ,1.5086792898691301,10.0,2454128.0,UPF0381 family protein,b2343,
yfdF,1.4955729781050366,10.0,2456490.0,uncharacterized protein,b2345,
intS,1.5018251699810736,10.0,2460023.0,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,b2349,
gtrA,1.4913720548430114,10.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,1.5132825619538066,10.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,1.5102023260454156,10.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
tfaS,1.4950670954739638,10.0,2464293.0,No_gene_product,b2353,
yfdK,1.4480211254423416,10.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
yfdL,1.403321882729819,10.0,2465022.0,No_gene_product,b2355,
yfdN,1.3197374812716163,10.0,2465865.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2357,
yfdQ,1.4436833033062948,10.0,2467840.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2360,
yfdR,1.4540752956336709,10.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdS,1.4300376456308075,10.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,1.6545454066638337,10.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.5671968367746978,10.0,2469659.0,No_gene_product,b4545,
torI,1.429859412926532,10.0,2469888.0,response regulator inhibitor for tor operon,b4501,
dsdC,1.403035996999597,10.0,2470172.0,dsd operon activator; autorepressor,b2364,
dsdX,1.4074527404658819,10.0,2471936.0,D-serine transporter,b2365,
dsdA,1.3505381152498943,10.0,2473984.0,D-serine dehydratase,b2366,['SERD_D']
emrY,1.4676170263757895,10.0,2474116.0,putative multidrug efflux system,b2367,
emrK,1.5055763105285715,10.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
evgA,1.4515936148575763,10.0,2477233.0,response regulator in two-component regulatory system with EvgS,b2369,
evgS,1.550955870036465,10.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
yfdE,1.4781439192427515,10.0,2482176.0,acetyl-CoA:oxalate CoA-transferase,b2371,
yfdV,1.480829095716769,10.0,2482720.0,putative transporter,b2372,
oxc,1.3815413339052627,10.0,2483734.0,"oxalyl CoA decarboxylase, ThDP-dependent",b2373,['OXCDC']
yfdX,1.402938906978259,10.0,2487245.0,uncharacterized protein,b2375,
ypdI,1.5718172900937704,10.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfdY,1.4116635145070335,10.0,2488528.0,DUF2545 family putative inner membrane protein,b2377,
ypdK,1.4555781934073555,10.0,2490399.0,inner membrane protein,b4680,
ypdA,1.345952602335687,10.0,2492149.0,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system,b2380,
ypeC,1.3570325898876463,11.0,2504704.0,DUF2502 family putative periplasmic protein,b2390,
nupC,1.5003040279049464,11.0,2506752.0,nucleoside (except guanosine) transporter,b2393,"['DCYTt2pp', 'THMDt2pp', 'DADNt2pp', 'ADNt2pp', 'CYTDt2pp', 'URIt2pp', 'DURIt2pp']"
yfeA,1.3459267145902505,11.0,2509121.0,putative diguanylate cyclase,b2395,
yfeC,1.497262644330566,11.0,2511945.0,DUF1323 family putative DNA-binding protein,b2398,
gltX,1.3940462307368149,11.0,2512735.0,glutamyl-tRNA synthetase,b2400,['GLUTRS']
xapB,1.4304956921392213,11.0,2516992.0,xanthosine transporter,b2406,"['THMDt2rpp', 'INSt2rpp', 'CYTDt2rpp', 'XTSNt2rpp', 'ADNt2rpp', 'URIt2rpp']"
xapA,1.436449952569704,11.0,2517403.0,purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase,b2407,"['PUNP6', 'PUNP7', 'PUNP3', 'PUNP5', 'PUNP4']"
yfeH,1.430499849360414,11.0,2521088.0,putative inorganic ion transporter,b2410,
ypeB,1.4030041627990522,11.0,2521299.0,DUF3820 family protein,b4546,
cysZ,1.3698374735743073,11.0,2525184.0,"sulfate transporter, sulfite inhibited",b2413,
ptsH,1.3457492426238642,11.0,2527232.0,phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr),b2415,"['ACMUMptspp', 'SBTptspp', 'DHAPT', 'TREptspp', 'GAMptspp', 'GLCptspp', 'MALTptspp', 'ACGAptspp', 'ASCBptspp', 'GALTptspp', 'MANptspp', 'FRUptspp', 'ARBTptspp', 'FRUpts2pp', 'MANGLYCptspp', 'ACMANAptspp', 'MNLptspp', 'SUCptspp']"
ptsI,1.4372989480822103,11.0,2527424.0,PEP-protein phosphotransferase of PTS system (enzyme I),b2416,"['ACMUMptspp', 'SBTptspp', 'DHAPT', 'TREptspp', 'GAMptspp', 'GLCptspp', 'MALTptspp', 'ACGAptspp', 'ASCBptspp', 'GALTptspp', 'MANptspp', 'CHTBSptspp', 'FRUptspp', 'ARBTptspp', 'FRUpts2pp', 'MANGLYCptspp', 'ACMANAptspp', 'MNLptspp', 'SUCptspp']"
crr,1.3687204409037623,11.0,2529280.0,glucose-specific enzyme IIA component of PTS,b2417,"['ACMUMptspp', 'GLCptspp', 'TREptspp', 'MALTptspp', 'ACGAptspp', 'SUCptspp']"
pdxK,1.3872283564159524,11.0,2529744.0,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase,b2418,"['PYDXK', 'PYDXNK', 'PYDAMK', 'HMPK1']"
yfeK,1.6810935498004542,11.0,2530700.0,uncharacterized protein,b2419,
yfeS,1.4220041427388577,11.0,2531328.0,WGR domain protein,b2420,
murR,1.3465924710814363,12.0,2538110.0,"repressor for murPQ, MurNAc 6-P inducible",b2427,
yfeY,1.3921807714754317,12.0,2543999.0,RpoE-regulated lipoprotein,b2432,
ypeA,1.3598807220557423,12.0,2545071.0,GNAT family putative N-acetyltransferase,b2434,
amiA,1.3956549349431524,12.0,2545710.0,N-acetylmuramoyl-l-alanine amidase I,b2435,"['AGM4PApp', 'AGM3PApp']"
yffL,1.5487620015079158,13.0,2553856.0,CPZ-55 prophage; uncharacterized protein,b2443,
yffM,1.3651006110855768,13.0,2554880.0,CPZ-55 prophage; uncharacterized protein,b2444,
yffN,1.4496062378845265,13.0,2554983.0,CPZ-55 prophage; uncharacterized protein,b2445,
yffQ,1.6705465369964463,13.0,2556950.0,CPZ-55 prophage; uncharacterized protein,b2448,
yffR,1.5586853734002462,13.0,2557338.0,CPZ-55 prophage; uncharacterized protein,b2449,
yffS,1.4830842766826557,13.0,2557952.0,CPZ-55 prophage; uncharacterized protein,b2450,
eutS,1.4589897369098213,14.0,2568828.0,putative ethanol utilization carboxysome structural protein,b2462,
talA,1.409610980273056,14.0,2572288.0,transaldolase A,b2464,['TALA']
nudK,1.5630777788020627,14.0,2576384.0,GDP-mannose pyrophosphatase,b2467,['GDPMNP']
ypfM,1.4758337191665722,14.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yffB,1.446978008972012,14.0,2584605.0,putative ArsC family reductase,b2471,
ypfN,1.4504722274711894,14.0,2586120.0,"putative membrane protein, UPF0370 family",b4547,
ypfJ,1.3303658124934472,14.0,2589232.0,putative neutral zinc metallopeptidase,b2475,
