,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
croE,1.536458990004631,17.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
ymfM,1.3873965334214884,17.0,1199277.0,e14 prophage; uncharacterized protein,b1148,
tfaP,1.490444498219602,18.0,1203587.0,e14 prophage; uncharacterized protein,b1155,
icdC,1.5065992044911405,18.0,1206868.0,No_gene_product,b4519,
iraM,1.8450878750677444,18.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ymgA,1.5047613600014254,18.0,1211523.0,RcsB connector protein for regulation of biofilm,b1165,
ymgC,1.6908840095173434,18.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ldrA,1.7787703699632689,19.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.688490684663108,19.0,1265693.0,"toxic polypeptide, small",b4423,
yciN,1.371143248559487,20.0,1324673.0,DUF2498 protein YciN,b1273,
rcbA,1.4181114573804536,21.0,1407787.0,,,
ydaS,1.4903463529810144,22.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
tfaR,1.6183955597330066,23.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,1.9186172221697735,23.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,1.6177606827208924,24.0,1459456.0,uncharacterized protein,b4674,
ydcH,1.4507776823909293,25.0,1492992.0,DUF465 family protein,b1426,
yncL,1.3781063676294485,26.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
yncH,1.5381072972552505,27.0,1521196.0,IPR020099 family protein,b1455,
yddM,1.475556152500227,28.0,1546752.0,putative DNA-binding transcriptional regulator,b1477,
sra,1.3658109502397093,28.0,1550082.0,stationary-phase-induced ribosome-associated protein,b1480,
gnsB,1.610478381224763,29.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
cspB,1.4434786694639452,30.0,1635595.0,Qin prophage; cold shock protein,b1557,
hokD,1.4464439745250643,30.0,1639424.0,Qin prophage; small toxic polypeptide,b1562,
relB,1.5511628679488823,30.0,1639936.0,antitoxin of the RelE-RelB toxin-antitoxin syste; transcriptional repressor,b1564,
dicB,1.4225783639536362,31.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydfD,1.5702859905927893,31.0,1644050.0,Qin prophage; uncharacterized protein,b1576,
ydiE,1.3767268817759657,32.0,1783869.0,hemin uptake protein HemP homolog,b1705,
pheM,1.4148006913320945,33.0,1793482.0,phenylalanyl-tRNA synthetase operon leader peptide,b1715,
rplT,1.4613739885165737,33.0,1793649.0,50S ribosomal subunit protein L20,b1716,
rpmI,1.4132623555924528,33.0,1794058.0,50S ribosomal subunit protein L35,b1717,
ydiZ,1.4350634897242849,34.0,1801728.0,uncharacterized protein,b1724,
ydjO,1.6033949379101982,35.0,1806585.0,uncharacterized protein,b1730,
yoaJ,1.343950297897211,36.0,1873152.0,inner membrane-associated protein,b4675,
yobD,1.4212491114785715,37.0,1899057.0,UPF0266 family inner membrane protein,b1820,
cspC,1.5418710453786364,37.0,1901568.0,"stress protein, member of the CspA-family",b1823,
yobF,1.4708767912761758,37.0,1901704.0,DUF2527 family heat-induced protein,b1824,
yobI,1.5568124895579192,38.0,1940371.0,uncharacterized protein,b4677,
nudB,1.5014652913352764,38.0,1942436.0,dihydroneopterin triphosphate pyrophosphatase,b1865,"['DNTPPA', 'NTPP5']"
yodD,1.4282760899850644,39.0,2018466.0,uncharacterized protein,b1953,
zinT,1.3917422992226323,40.0,2034855.0,"zinc and cadmium binding protein, periplasmic",b1973,
yoeH,2.1767766207261228,41.0,2061824.0,No_gene_product,b4641,
yoeF,1.49189170076996,42.0,2072226.0,No_gene_product,b4538,
hisL,1.5992298353200949,43.0,2083476.0,his operon leader peptide,b2018,
wbbH,1.5951537497950599,44.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
ibsA,1.7196670649518224,45.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.350734464115603,45.0,2147200.0,toxic membrane protein,b4668,
yegR,1.5206098590977324,46.0,2161664.0,uncharacterized protein,b2085,
yehD,1.489235004257264,47.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.4845028829246745,47.0,2186240.0,DUF2574 family protein,b2112,
yehK,1.3818283766303552,47.0,2197504.0,uncharacterized protein,b4541,
mepS,1.381938272778012,48.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
gtrA,1.6131091932314623,49.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrS,1.7771506133004704,49.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
ypfM,1.7566372858251647,50.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yfgI,1.3495356828417577,51.0,2623684.0,"nalidixic acid resistance protein, putative periplasmic protein",b2506,
shoB,1.362114550142776,52.0,2693504.0,toxic membrane protein,b4687,
grcA,1.526702859409313,53.0,2709504.0,autonomous glycyl radical cofactor,b2579,"['PFL', 'OBTFL']"
raiA,1.6758090954135458,54.0,2730512.0,cold shock protein associated with 30S ribosomal subunit,b2597,
pheL,2.0123249887682264,54.0,2730957.0,pheA gene leader peptide,b2598,
rplS,1.481187258819018,55.0,2737541.0,50S ribosomal subunit protein L19,b2606,
rpsP,1.4794736473932124,55.0,2739295.0,30S ribosomal subunit protein S16,b2609,
bamE,1.690717223233642,56.0,2746963.0,lipoprotein component of BamABCDE OM biogenesis complex,b2617,
ypjF,1.6984229828081852,57.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
hycA,1.5697832396607978,58.0,2843332.0,regulator of the transcriptional regulator FhlA,b2725,
yqeL,1.4338478145238882,59.0,2983177.0,uncharacterized protein,b4683,
ygeG,1.4092289143238803,59.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeI,1.4419973494188427,59.0,2987008.0,uncharacterized protein,b2853,
ygeN,1.4671563745136176,59.0,2988672.0,No_gene_product,b2858,
yqfG,1.4439932395838952,60.0,3026175.0,uncharacterized protein,b4684,
zapA,1.4876877075179382,61.0,3048970.0,FtsZ stabilizer,b2910,
yqgB,1.5965667636992,62.0,3079278.0,uncharacterized protein,b2939,
hybG,1.4280171630271503,63.0,3133074.0,hydrogenase 2 accessory protein,b2990,
hybF,1.5506389053396208,63.0,3133440.0,protein involved with the maturation of hydrogenases 1 and 2,b2991,
hybE,1.3935007527060463,63.0,3133669.0,hydrogenase 2-specific chaperone,b2992,
yhaH,1.389436243245759,64.0,3245662.0,DUF805 family inner membrane protein,b3103,
rbfA,1.4976274926961415,65.0,3306135.0,30s ribosome binding factor,b3167,
ptsN,1.3283102929183572,66.0,3340288.0,sugar-specific enzyme IIA component of PTS,b3204,
rplQ,1.5432566896511082,67.0,3432974.0,50S ribosomal subunit protein L17,b3294,
rpsM,1.4140773306828731,67.0,3435473.0,30S ribosomal subunit protein S13,b3298,
rplR,1.5142546070333656,68.0,3438602.0,50S ribosomal subunit protein L18,b3304,
rpsN,1.3375062055494902,68.0,3440128.0,30S ribosomal subunit protein S14,b3307,
rpsQ,1.5428169785353105,68.0,3441672.0,30S ribosomal subunit protein S17,b3311,
rplW,1.4217718752887052,69.0,3444740.0,50S ribosomal subunit protein L23,b3318,
rpsJ,1.4634222619525468,69.0,3446317.0,30S ribosomal subunit protein S10,b3321,
rpsL,1.5083408680850652,70.0,3467536.0,30S ribosomal subunit protein S12,b3342,
yhfL,1.3888466503458512,71.0,3492864.0,small lipoprotein,b3369,
feoC,1.3007678506031712,72.0,3536086.0,putative DNA-binding transcriptional regulator,b3410,
yhhA,1.4198381607616837,73.0,3580302.0,DUF2756 family protein,b3448,
hokA,1.3668270421215585,74.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,1.3847055296852993,74.0,3713807.0,No_gene_product,b4647,
insK,1.4094653840734126,74.0,3715072.0,IS150 transposase B,b3558,
yibS,1.4632403517301094,75.0,3762176.0,No_gene_product,b4650,
yibW,1.3089771190101163,75.0,3762251.0,No_gene_product,b4651,
secB,1.4003196270137377,76.0,3777020.0,protein export chaperone,b3609,
waaU,1.4870395103053213,77.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,['HEPT4']
waaR,1.4207892828607438,77.0,3795398.0,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626,['GLCTR3']
waaS,1.4712570341716869,77.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,['RHAT1']
rpmG,1.3704206607314722,78.0,3804672.0,50S ribosomal subunit protein L33,b3636,
tisB,1.6781905236237689,79.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
dgoR,1.4403991505610734,80.0,3867830.0,D-galactonate catabolism operon transcriptional repressor,b4479,
yifE,1.3996532041904872,81.0,3941445.0,UPF0438 family protein,b3764,
ilvL,1.303739539346232,81.0,3943681.0,ilvG operon leader peptide,b3766,
ilvX,1.3106738532621356,81.0,3943866.0,uncharacterized protein,b4669,
ppiC,1.3237781056124929,82.0,3953152.0,peptidyl-prolyl cis-trans isomerase C (rotamase C),b3775,
yifN,1.4239980829823986,82.0,3953371.0,No_gene_product,b3777,
yigF,1.5677911035300187,83.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.7546625572569508,83.0,3996172.0,PRK11371 family inner membrane protein,b3818,
metJ,1.425347251102496,84.0,4118016.0,"transcriptional repressor, S-adenosylmethionine-binding",b3938,
tufB,1.6279749103108239,85.0,4165871.0,translation elongation factor EF-Tu 2,b3980,
yjbI,1.5124400194603602,86.0,4240630.0,No_gene_product,b4038,
yjbL,1.475043650015961,87.0,4250248.0,uncharacterized protein,b4047,
yjbS,1.5223032124317524,88.0,4258816.0,uncharacterized protein,b4621,
phnH,1.4312413329910398,89.0,4311040.0,ribophosphonate triphosphate synthase subunit,b4100,
yjdO,1.505922867226298,90.0,4342784.0,,,
ecnA,1.6514416360267092,91.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,1.535564824334143,91.0,4366369.0,entericidin B membrane lipoprotein,b4411,
sugE,1.358559313365945,91.0,4366848.0,multidrug efflux system protein,b4148,
nsrR,1.4608949482166425,92.0,4396006.0,nitric oxide-sensitive repressor for NO regulon,b4178,
yjfI,1.4467306415049501,92.0,4399949.0,DUF2170 family protein,b4181,
ytfK,1.464814050912861,93.0,4429403.0,DUF1107 family protein,b4217,
mgtL,1.2798563196202752,94.0,4457247.0,regulatory leader peptide for mgtA,b4702,
pyrL,1.4849398831714045,94.0,4462215.0,pyrBI operon leader peptide,b4246,
yjhX,1.4500641994750816,95.0,4523612.0,UPF0386 family protein,b4566,
