,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ycdT,1.5540437649978898,27.0,1089536.0,"diguanylate cyclase, membrane-anchored",b1025,
yceO,1.3738061736449547,28.0,1114762.0,uncharacterized protein,b1058,
yceD,1.4110621375655021,29.0,1142249.0,DUF177 family protein,b1088,
rpmF,1.3846294792986467,29.0,1142822.0,50S ribosomal subunit protein L32,b1089,
ymfD,1.7202978869218082,30.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.9811404599144353,30.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.6786184809558875,30.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
intE,1.3729777726113752,30.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,1.3855714458229522,30.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,1.685403702844492,30.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
croE,1.3694581862575301,30.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
ymfL,1.4681404124145911,30.0,1198723.0,e14 prophage; putative DNA-binding transcriptional regulator,b1147,
tfaP,1.582942311237347,31.0,1203587.0,e14 prophage; uncharacterized protein,b1155,
mcrA,1.3992944998285963,31.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.938036687140523,31.0,1206868.0,No_gene_product,b4519,
iraM,1.688219943395296,31.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgX,1.4900418709472933,31.0,1208320.0,DUF1398 family protein,b1161,
ariR,1.8163763067058285,31.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,2.137394435458988,31.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgF,1.443460431113697,31.0,1214464.0,inner membrane division septum protein,b4520,
ymgI,1.935030552229954,31.0,1218560.0,uncharacterized protein,b4593,
ymgJ,1.8563665484094798,31.0,1218719.0,uncharacterized protein,b4594,
minE,1.524704679871625,31.0,1219734.0,cell division topological specificity factor,b1174,
ycgJ,1.5673078156612172,31.0,1222055.0,uncharacterized protein,b1177,
hlyE,1.4430310004409186,31.0,1224938.0,hemolysin E,b1182,
yciI,1.483490529709343,32.0,1305088.0,putative DGPF domain-containing enzyme,b1251,
yciA,1.3625141571245207,32.0,1306104.0,acyl-CoA esterase,b1253,
yciE,1.6151957477918093,32.0,1308974.0,putative rubrerythrin/ferritin-like metal-binding protein,b1257,
yciT,1.483884949013573,33.0,1337853.0,global regulator of transcription; DeoR family,b1284,
ymiB,1.348542208263428,33.0,1341052.0,uncharacterized protein,b4672,
ymjD,1.6516810425875852,34.0,1385124.0,No_gene_product,b4673,
ynaJ,1.3736045045165426,34.0,1391621.0,DUF2534 family putative inner membrane protein,b1332,
ydaQ,1.5651256861093494,35.0,1407493.0,Rac prophage; conserved protein,b1346,
rcbA,1.524257901786099,35.0,1407787.0,,,
ralR,1.511207399349402,35.0,1408000.0,Rac prophage; restriction alleviation protein,b1348,
racC,1.7310700206910086,35.0,1411744.0,Rac prophage; uncharacterized protein,b1351,
ydaE,1.8395734951990586,35.0,1412096.0,"conserved protein, Rac prophage",b4526,
kilR,1.4439253907460208,35.0,1412264.0,"killing protein, Rac prophage; FtsZ inhibitor protein",b1352,
sieB,1.5908959039474064,35.0,1413120.0,"phage superinfection exclusion protein, Rac prophage",b1353,
racR,1.481368610538139,35.0,1414021.0,Rac prophage; putative DNA-binding transcriptional regulator,b1356,
ydaS,1.8518026498510696,35.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
trkG,1.629475060223937,36.0,1418038.0,Rac prophage; potassium transporter subunit,b1363,['Kt2pp']
tfaR,1.8400512791285135,37.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,2.525985920852883,37.0,1428480.0,"cold shock protein, Rac prophage",b1375,
hslJ,1.3288727615540663,38.0,1435648.0,heat-inducible lipoprotein involved in novobiocin resistance,b1379,
ynbE,1.4124504848668662,38.0,1439943.0,lipoprotein,b1382,
ynbG,2.0188886280178724,39.0,1459456.0,uncharacterized protein,b4674,
ydcH,1.5480274887762706,40.0,1492992.0,DUF465 family protein,b1426,
yncJ,1.5376844536030743,41.0,1503232.0,uncharacterized protein,b1436,
yncL,1.5857666785293696,42.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
ydcX,1.316072152381731,42.0,1511645.0,DUF2566 family protein,b1445,
yncH,2.340991315174241,43.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.945682487216455,43.0,1524178.0,putative immunity protein for RhsE,b1457,
yncI,1.542787676707985,43.0,1525760.0,No_gene_product,b1459,
ydcC,1.5322140489159908,43.0,1526072.0,H repeat-associated putative transposase,b1460,
yddK,1.9902537108481346,44.0,1538640.0,No_gene_product,b1471,
yddL,1.4807178560642051,44.0,1540096.0,No_gene_product,b1472,
yddM,1.4890988179188132,44.0,1546752.0,putative DNA-binding transcriptional regulator,b1477,
gadB,1.518411199844605,45.0,1564901.0,"glutamate decarboxylase B, PLP-dependent",b1493,['GLUDC']
ydeO,1.54338287682905,46.0,1577182.0,"UV-inducible global regulator, EvgA-, GadE-dependent",b1499,
safA,1.941470785970634,46.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
yneL,1.3428421562254789,47.0,1584640.0,No_gene_product,b1506,
hipB,1.456719947857423,47.0,1586688.0,antitoxin of HipAB toxin-antitoxin system,b1508,
ydfK,2.470164435820917,48.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
pinQ,1.6356084569596145,48.0,1628160.0,Qin prophage; putative site-specific recombinase,b1545,
tfaQ,1.8211016054853846,48.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ydfO,1.6337277726760369,48.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.8740145312738987,48.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
ynfN,1.3432841375272144,48.0,1632256.0,Qin prophage; cold shock-induced protein,b1551,
cspI,1.9266507869422453,48.0,1632768.0,Qin prophage; cold shock protein,b1552,
essQ,1.4240213767229914,48.0,1634816.0,Qin prophage; putative S lysis protein,b1556,
cspB,2.1017454667502284,48.0,1635595.0,Qin prophage; cold shock protein,b1557,
relB,1.4153231658704075,49.0,1639936.0,antitoxin of the RelE-RelB toxin-antitoxin syste; transcriptional repressor,b1564,
ydfV,1.6185331880389389,49.0,1640448.0,Qin prophage; uncharacterized protein,b1565,
flxA,1.6108892459103306,49.0,1640960.0,Qin prophage; uncharacterized protein,b1566,
ydfA,1.4940531256386653,49.0,1642764.0,Qin prophage; uncharacterized protein,b1571,
ydfB,1.3855488915123386,49.0,1643008.0,Qin prophage; uncharacterized protein,b1572,
dicB,1.4957503868527633,49.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydfD,1.7532072374416061,49.0,1644050.0,Qin prophage; uncharacterized protein,b1576,
ydgU,1.3256783397366367,50.0,1666048.0,stationary phase-induced protein,b4601,
hdhA,1.4242284769813862,51.0,1691648.0,"7-alpha-hydroxysteroid dehydrogenase, NAD-dependent",b1619,
blr,1.6610624153314972,52.0,1698816.0,beta-lactam resistance membrane protein; divisome-associated protein,b4409,
ydiH,1.4106486171809238,53.0,1759232.0,uncharacterized protein,b1685,
menI,1.3980990757671161,53.0,1759478.0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",b1686,
arpB,1.5834458476337152,54.0,1797350.0,No_gene_product,b4494,
ydjO,1.789939713868997,55.0,1806585.0,uncharacterized protein,b1730,
osmE,1.3653808469212072,56.0,1816174.0,osmotically-inducible lipoprotein,b1739,
yeaJ,1.4317303400636447,57.0,1867776.0,putative diguanylate cyclase,b1786,
yoaC,1.5968921044103408,58.0,1888389.0,DUF1889 family protein,b1810,
yobF,1.4849088526910774,59.0,1901704.0,DUF2527 family heat-induced protein,b1824,
mgrB,1.3409051396871914,59.0,1902879.0,"regulatory peptide for PhoPQ, feedback inhibition",b1826,
yobH,1.616624617030202,59.0,1903181.0,uncharacterized protein,b4536,
yobI,1.9562313862053213,60.0,1940371.0,uncharacterized protein,b4677,
yecT,1.6124038375308911,61.0,1956228.0,uncharacterized protein,b1877,
uspC,1.659026584619604,62.0,1973233.0,universal stress protein,b1895,
azuC,1.3971983225667481,63.0,1981353.0,acid-inducible small membrane-associated protein,b4663,
ftnA,1.451518302596621,63.0,1982464.0,ferritin iron storage protein (cytoplasmic),b1905,
yedF,1.3168602686612458,64.0,2002959.0,putative TusA family sulfurtransferase,b1930,
yedL,1.3575836138299233,64.0,2004080.0,GNAT family putative N-acetyltransferase,b1932,
yedN,1.7032864447312763,64.0,2004992.0,No_gene_product,b4495,
rcsA,1.4086003728671288,65.0,2017448.0,transcriptional regulator of colanic acid capsular biosynthesis,b1951,
yodD,1.4602530219284904,65.0,2018466.0,uncharacterized protein,b1953,
yedV,1.4232405218855997,66.0,2031616.0,putative sensory kinase in two-component regulatory system with YedW,b1968,
zinT,1.7873000438034035,66.0,2034855.0,"zinc and cadmium binding protein, periplasmic",b1973,
yodB,1.4707909333815166,66.0,2035848.0,cytochrome b561 homolog,b1974,
yeeL,1.453775370541611,66.0,2045952.0,No_gene_product,b4497,
yoeG,1.5657991828846172,67.0,2060840.0,No_gene_product,b4640,
yoeH,1.9438977310226984,67.0,2061824.0,No_gene_product,b4641,
yoeD,1.470007266656806,68.0,2072064.0,No_gene_product,b4642,
yoeF,1.3365582611453983,68.0,2072226.0,No_gene_product,b4538,
yoeI,1.3308065366111759,69.0,2080532.0,uncharacterized protein,b4678,
yoeB,1.5595770235001194,69.0,2082816.0,toxin of the YoeB-YefM toxin-antitoxin system,b4539,
yefM,1.3636269966082262,69.0,2082942.0,antitoxin of the YoeB-YefM toxin-antitoxin system,b2017,
hisL,1.6860397506968996,69.0,2083476.0,his operon leader peptide,b2018,
wbbK,1.8315791388439628,70.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,['O16GLCT1']
wbbI,1.633256457116764,70.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,['O16GALFT']
wbbH,1.9389780325917212,70.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
glf,1.6112940364663,70.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,['UDPGALM']
wzxB,1.602462145513816,70.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,['O16AUNDtpp']
rfbA,1.5270981339012284,70.0,2103618.0,glucose-1-phosphate thymidylyltransferase,b2039,['G1PTT']
ibsA,1.4251811381700026,71.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.8779415430701045,71.0,2147200.0,toxic membrane protein,b4668,
yegZ,1.6132118381242588,72.0,2161152.0,No_gene_product,b2083,
yegR,1.674370421153959,72.0,2161664.0,uncharacterized protein,b2085,
yehE,1.5967341794473435,73.0,2186240.0,DUF2574 family protein,b2112,
yeiL,1.407860025649706,74.0,2248833.0,putative transcriptional regulator,b2163,
yfaH,1.4234588821940177,75.0,2343129.0,No_gene_product,b2238,
arnF,1.3087451987866825,76.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
elaD,1.455869705568425,77.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbN,1.647790173069655,77.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.7112767790974428,77.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.4439820362564824,77.0,2382594.0,TPR-like repeats-containing protein,b2275,
yfcQ,1.3863875751668229,78.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfdF,1.6987806441805264,79.0,2456490.0,uncharacterized protein,b2345,
gtrA,1.4266024278772016,79.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,1.438104194293841,79.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,2.127124888205415,79.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
yfdS,1.3899610862927638,80.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,1.4551270233760218,80.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
torI,1.3457189327579415,80.0,2469888.0,response regulator inhibitor for tor operon,b4501,
yfdX,1.3543262784450565,81.0,2487245.0,uncharacterized protein,b2375,
ypdI,1.6707047975484401,81.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfeC,1.5168815308436179,82.0,2511945.0,DUF1323 family putative DNA-binding protein,b2398,
ypfM,1.4546722149654292,83.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yfgG,1.4476308061800043,84.0,2622648.0,uncharacterized protein,b2504,
yfgJ,1.415829410946484,85.0,2629120.0,DUF1407 family protein,b2510,
shoB,1.516894337043171,86.0,2693504.0,toxic membrane protein,b4687,
trxC,1.397772898259004,87.0,2712093.0,thioredoxin 2,b2582,"['PAPSR', 'DSBDR', 'METSOXR2', 'RNDR1', 'THIORDXi', 'TRDR', 'RNDR2', 'RNDR3', 'RNDR4', 'METSOXR1']"
raiA,1.7010415890222366,88.0,2730512.0,cold shock protein associated with 30S ribosomal subunit,b2597,
pheL,1.802600649068778,88.0,2730957.0,pheA gene leader peptide,b2598,
yfiB,1.4067381526745861,89.0,2736983.0,OM lipoprotein putative positive effector of YfiN activity,b2605,
rplS,1.3882858700675489,89.0,2737541.0,50S ribosomal subunit protein L19,b2606,
rpsP,1.3952269552545988,89.0,2739295.0,30S ribosomal subunit protein S16,b2609,
yfjH,1.5887225640355505,90.0,2751002.0,CP4-57 prophage; uncharacterized protein,b2623,
yfjI,1.620845937190676,90.0,2752512.0,CP4-57 prophage; uncharacterized protein,b2625,
yfjJ,2.0325869723817505,90.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjU,1.6101517187580179,91.0,2765360.0,No_gene_product,b2638,
yfjW,2.000588496094255,91.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
ypjC,1.7222493662833382,92.0,2777088.0,No_gene_product,b2650,
ygaQ,1.6910588214848243,92.0,2779755.0,No_gene_product,b4462,
ygaV,1.3208688800216843,93.0,2790569.0,tributyltin-inducible repressor of ygaVP,b2667,
stpA,1.3971627743231616,93.0,2791449.0,"DNA binding protein, nucleoid-associated",b2669,
ygbE,1.3353824661299956,94.0,2866688.0,DUF3561 family inner membrane protein,b2749,
casB,1.5011655798065688,95.0,2875513.0,CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2759,
yqcG,2.022567561814968,96.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.6914639605775756,96.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
ygdI,1.5425699246336437,97.0,2936320.0,DUF903 family verified lipoprotein,b2809,
yqeH,1.6672611209666492,98.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.447554102380599,98.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,2.025497125930018,98.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.8882634522448403,98.0,2983177.0,uncharacterized protein,b4683,
yqeK,2.087570604620092,98.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.9262048457362417,98.0,2983936.0,No_gene_product,b2850,
ygeG,2.0185506550906473,98.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.8878447397398506,98.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.74486223182423,98.0,2987008.0,uncharacterized protein,b2853,
pbl,2.2655170755469056,98.0,2987297.0,No_gene_product,b2854,
ygeK,1.7025015364993918,98.0,2988032.0,No_gene_product,b2856,
ygeN,2.040580229725229,98.0,2988672.0,No_gene_product,b2858,
yqfG,1.7863482097433154,99.0,3026175.0,uncharacterized protein,b4684,
idi,1.5510564488833125,99.0,3026944.0,isopentenyl diphosphate isomerase,b2889,['IPDDI']
ibsC,1.3496309639075612,100.0,3050248.0,toxic membrane protein,b4665,
yqgB,1.4228917389499285,101.0,3079278.0,uncharacterized protein,b2939,
ygiL,1.6589270958971154,102.0,3178772.0,putative fimbrial-like adhesin protein,b3043,
yqiH,1.4808099243769266,102.0,3183239.0,putative periplasmic pilin chaperone,b3047,
yqiI,1.648756076274911,102.0,3184640.0,fimbrial protein,b3048,
glgS,1.4738119880994727,102.0,3185152.0,motility and biofilm regulator,b3049,
higB,1.438672240716867,103.0,3227648.0,mRNA interferase toxin of the HigB-HigA toxin-antitoxin system,b3083,
mzrA,1.4182225694879353,104.0,3241984.0,modulator of EnvZ/OmpR regulon,b3096,
tdcR,1.475688635707745,105.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.4499595335299553,105.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.731307954057702,105.0,3262464.0,pentapetide repeats-related protein,b3121,
agaB,1.4694479717656252,106.0,3277528.0,N-acetylgalactosamine-specific enzyme IIB component of PTS,b3138,
yraH,1.5757801978643091,106.0,3280896.0,putative fimbrial-like adhesin protein,b3142,
yrbN,1.2878874735381096,107.0,3301248.0,uncharacterized protein,b4685,
argR,1.4007047896695686,108.0,3378061.0,l-arginine-responsive arginine metabolism regulon transcriptional regulator,b3237,
yrdF,1.6133312884456574,109.0,3397853.0,No_gene_product,b4697,
yrdE,1.6765659496858245,109.0,3397996.0,No_gene_product,b4646,
yhdU,1.352613207628447,110.0,3405979.0,putative membrane protein,b3263,
acrS,1.3677538295960212,110.0,3406161.0,acrAB operon transcriptional repressor,b3264,
yhdV,1.460851638891589,110.0,3411968.0,putative outer membrane protein,b3267,
arfA,1.5605713717512233,111.0,3431936.0,alternate ribosome-rescue factor A,b4550,
rpmJ,1.3582378382359297,112.0,3436032.0,50S ribosomal subunit protein L36,b3299,
rplR,1.4554584939125554,112.0,3438602.0,50S ribosomal subunit protein L18,b3304,
rplF,1.4306206613612813,112.0,3438965.0,50S ribosomal subunit protein L6,b3305,
rpsQ,1.5641770857101134,113.0,3441672.0,30S ribosomal subunit protein S17,b3311,
rplW,1.3671077651189572,114.0,3444740.0,50S ribosomal subunit protein L23,b3318,
bfd,1.389878509508234,115.0,3460155.0,bacterioferritin-associated ferredoxin,b3337,
rpsL,1.4349761519910453,115.0,3467536.0,30S ribosomal subunit protein S12,b3342,
feoA,1.7862070286147853,116.0,3533521.0,"ferrous iron transporter, protein A",b3408,
yhhZ,1.8650616654225307,117.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yhhH,1.4591248705209185,118.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yrhC,1.4280217748766013,118.0,3617246.0,No_gene_product,b4552,
yhiJ,1.6249645176390566,118.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.811702235035721,118.0,3626211.0,No_gene_product,b4660,
dinQ,1.390056934346236,119.0,3641088.0,"UV-inducible membrane toxin, DinQ-AgrB type I toxin-antitoxin system",b4613,
slp,1.5057087315527233,120.0,3647488.0,outer membrane lipoprotein,b3506,
dctR,1.7366655430740514,120.0,3648042.0,Putative LuxR family repressor for dicarboxylate transport,b3507,
hdeB,1.4561618168239756,120.0,3649536.0,acid-resistance protein,b3509,
gadE,1.829222445920625,120.0,3651725.0,gad regulon transcriptional activator,b3512,
gadX,1.6406075800441746,120.0,3658345.0,acid resistance regulon transcriptional activator; autoactivator,b3516,
cspA,1.7344617471518242,121.0,3713536.0,"RNA chaperone and antiterminator, cold-inducible",b3556,
hokA,1.48215563749124,121.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,1.4930562888024166,121.0,3713807.0,No_gene_product,b4647,
insJ,1.450444513138886,121.0,3714039.0,IS150 transposase A,b3557,
insK,1.7004389666741127,121.0,3715072.0,IS150 transposase B,b3558,
ysaC,1.4805962943692081,122.0,3744256.0,No_gene_product,b4648,
yibA,1.7064471682459104,123.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.8951233619101135,123.0,3761536.0,TPR-like repeat protein,b3596,
yibS,1.588636496395698,123.0,3762176.0,No_gene_product,b4650,
yibW,1.7857511990049602,123.0,3762251.0,No_gene_product,b4651,
yibV,2.2048223736918224,123.0,3762704.0,No_gene_product,b4615,
yibU,1.6990297057750314,123.0,3763307.0,No_gene_product,b4652,
waaL,1.833038469902581,124.0,3790848.0,O-antigen ligase,b3622,"['O16A4Lpp', 'ECA4OALpp']"
waaU,1.9798692143772998,124.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,['HEPT4']
waaY,1.9935950847936081,124.0,3793626.0,lipopolysaccharide core biosynthesis protein,b3625,['HEPK2']
waaJ,1.7642058495419355,124.0,3794944.0,,,
waaR,1.598911453753372,124.0,3795398.0,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626,['GLCTR3']
waaS,2.1684565311808703,124.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,['RHAT1']
rpmG,1.3417729883890366,125.0,3804672.0,50S ribosomal subunit protein L33,b3636,
yicS,1.6061512611056628,126.0,3833856.0,putative periplasmic protein,b4555,
ivbL,1.3358845273624678,127.0,3846249.0,ilvB operon leader peptide,b3672,
tisB,1.3945855266631366,127.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
tnaC,1.4545396708000564,128.0,3881856.0,tryptophanase leader peptide,b3707,
bglG,1.4342323844451403,129.0,3899392.0,transcriptional antiterminator of the bgl operon,b3723,
yifE,1.4461389512213016,130.0,3941445.0,UPF0438 family protein,b3764,
ilvL,1.3595818175351633,130.0,3943681.0,ilvG operon leader peptide,b3766,
yifN,1.4197871219967892,131.0,3953371.0,No_gene_product,b3777,
yigF,1.751513744383787,132.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.875343391796947,132.0,3996172.0,PRK11371 family inner membrane protein,b3818,
tatA,1.3196980732275587,133.0,4015304.0,TatABCE protein translocation system subunit,b3836,
yiiF,1.692389267724625,134.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
