,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yqgF,1.5128418397156094,47.0,3086858.0,putative Holliday junction resolvase,b2949,
glcG,1.527454687841758,48.0,3117185.0,DUF336 family protein,b2977,
hybF,1.543741994312522,49.0,3133440.0,protein involved with the maturation of hydrogenases 1 and 2,b2991,
rpsU,1.493392475480184,50.0,3204139.0,30S ribosomal subunit protein S21,b3065,
rbfA,1.5327843450970866,51.0,3306135.0,30s ribosome binding factor,b3167,
npr,1.6055958877806578,52.0,3341324.0,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr),b3206,
rplM,1.5306472283713695,53.0,3371581.0,50S ribosomal subunit protein L13,b3231,
yhcB,1.3434831177148674,53.0,3373549.0,DUF1043 family inner membrane-anchored protein,b3233,
rpsD,1.4252129084150997,54.0,3434496.0,30S ribosomal subunit protein S4,b3296,
rplR,1.4587126321718713,55.0,3438602.0,50S ribosomal subunit protein L18,b3304,
rpsQ,1.5200901732166492,56.0,3441672.0,30S ribosomal subunit protein S17,b3311,
rpmC,1.6660213927045304,56.0,3441926.0,50S ribosomal subunit protein L29,b3312,
rplP,1.4599862212383234,56.0,3442117.0,50S ribosomal subunit protein L16,b3313,
rplW,1.3847505576295502,56.0,3444740.0,50S ribosomal subunit protein L23,b3318,
feoC,1.411765979673971,57.0,3536086.0,putative DNA-binding transcriptional regulator,b3410,
yhhA,1.4704442985947066,58.0,3580302.0,DUF2756 family protein,b3448,
ysaC,1.5814189414451014,59.0,3744256.0,No_gene_product,b4648,
grxC,1.4219307433813742,60.0,3777550.0,glutaredoxin 3,b3610,"frozenset({<Reaction RNDR4b at 0x7fcfa6630160>, <Reaction GRXR at 0x7fcfa68e04e0>, <Reaction RNDR1b at 0x7fcfa6627da0>, <Reaction RNDR2b at 0x7fcfa6627cc0>, <Reaction PAPSR2 at 0x7fcfa66e52e8>, <Reaction RNDR3b at 0x7fcfa6627cf8>})"
tisB,1.4102978896061047,61.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
atpA,1.3989897018042845,62.0,3911675.0,"F1 sector of membrane-bound ATP synthase, alpha subunit",b3734,frozenset({<Reaction ATPS4rpp at 0x7fcfa6b16748>})
atpF,1.625392780584119,62.0,3913777.0,"F0 sector of membrane-bound ATP synthase, subunit b",b3736,frozenset({<Reaction ATPS4rpp at 0x7fcfa6b16748>})
atpE,1.5299459400756499,62.0,3914309.0,"F0 sector of membrane-bound ATP synthase, subunit c",b3737,frozenset({<Reaction ATPS4rpp at 0x7fcfa6b16748>})
yshB,1.3765117349245022,63.0,4047006.0,uncharacterized protein,b4686,
yiiF,1.4782960453804117,64.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
tufB,1.642475430796085,65.0,4165871.0,translation elongation factor EF-Tu 2,b3980,
rplJ,1.3773609701484262,65.0,4169923.0,50S ribosomal subunit protein L10,b3985,
rplL,1.5357901727751564,65.0,4170487.0,50S ribosomal subunit protein L7/L12,b3986,
psiE,1.5554142414464411,66.0,4230252.0,phosphate starvation inducible protein,b4030,
yjcH,1.3623396664074332,67.0,4274826.0,DUF485 family inner membrane protein,b4068,
phnN,1.3610236965952363,68.0,4305341.0,"ribose 1,5-bisphosphokinase",b4094,frozenset({<Reaction R15BPK at 0x7fcfa661c208>})
phnH,1.3926901369292208,69.0,4311040.0,ribophosphonate triphosphate synthase subunit,b4100,
cutA,1.4327786852069841,70.0,4355072.0,"divalent-cation tolerance protein, copper sensitivity",b4137,
ecnA,1.8635860866514709,71.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,1.6092149054042892,71.0,4366369.0,entericidin B membrane lipoprotein,b4411,
rplI,1.4743411902151866,72.0,4415924.0,50S ribosomal subunit protein L9,b4203,
ytfP,1.4224096666149915,73.0,4438016.0,GGCT-like protein,b4222,
fecR,1.5028596612849645,74.0,4506580.0,anti-sigma transmembrane signal transducer for ferric citrate transport; periplasmic FecA-bound ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator,b4292,
yjhX,1.3562972323045295,75.0,4523612.0,UPF0386 family protein,b4566,
yjiX,1.3896091721910129,76.0,4578816.0,DUF466 family protein,b4353,
