,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ybcV,1.944622211669767,17.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.87623885859422,17.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
ylcI,1.427895294643534,17.0,575706.0,"DUF3950 family protein, DLP12 prophage",b4589,
ybcY,1.4132234857681796,17.0,577607.0,No_gene_product,b0562,
tfaX,1.5589234358192856,17.0,578560.0,No_gene_product,b0563,
appY,2.066563612544713,17.0,579584.0,global transcriptional activator; DLP12 prophage,b0564,
ybdF,1.3993244535603357,18.0,600973.0,DUF419 family protein,b0579,
ybdO,1.7501032361203177,19.0,632832.0,putative DNA-binding transcriptional regulator,b0603,
ybeD,1.4069322298881097,20.0,657920.0,UPF0250 family protein,b0631,
lptE,1.379247227259875,21.0,667060.0,"LPS assembly OM complex LptDE, lipoprotein component",b0641,
fur,1.3554435659451094,22.0,705655.0,ferric iron uptake regulon transcriptional repressor; autorepressor,b0683,
ybfP,1.5668486415040377,23.0,710867.0,lipoprotein,b0689,
ybfA,1.3948838858753678,24.0,724589.0,DUF2517 family protein,b0699,
ybfB,1.9475839898553624,24.0,729231.0,putative membrane protein,b0702,
ybfC,1.577258577296727,24.0,731136.0,putative secreted protein,b0704,
ybfQ,1.6472236143462462,24.0,731900.0,No_gene_product,b4514,
ybfL,1.497496918460269,24.0,733184.0,No_gene_product,b0705,
ybfD,1.5262047019605018,24.0,733547.0,H repeat-associated putative transposase,b0706,
ybgD,1.4147969841548869,25.0,747684.0,putative fimbrial-like adhesin protein,b0719,
cydX,1.5836858047120463,26.0,769651.0,cytochrome d (bd-I) ubiquinol oxidase subunit X,b4515,
mntS,1.4655203234728398,27.0,848384.0,"Mn(2)-response protein, MntR-repressed",b4705,
elfA,1.589808993866795,28.0,993323.0,laminin-binding fimbrin subunit,b0938,
cspH,1.403897913019073,29.0,1046528.0,"stress protein, member of the CspA-family",b0989,
yccE,2.060884291912773,30.0,1059491.0,uncharacterized protein,b1001,
ycdT,1.5849210625764933,31.0,1089536.0,"diguanylate cyclase, membrane-anchored",b1025,
ymdE,1.5508779551993048,31.0,1090960.0,No_gene_product,b1028,
csgC,1.4937069140837005,32.0,1100416.0,curli assembly protein,b1043,
yceO,1.6143393603646339,33.0,1114762.0,uncharacterized protein,b1058,
ymfD,1.7727580453263239,34.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.9091839612717707,34.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.6000731205420555,34.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
intE,1.5221575473192719,34.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,1.6322612198311273,34.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,1.6020695134907377,34.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
cohE,1.5000323877346293,34.0,1198080.0,e14 prophage; repressor protein phage e14,b1145,
croE,1.564107471459332,34.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
tfaP,1.499554206359797,35.0,1203587.0,e14 prophage; uncharacterized protein,b1155,
mcrA,1.766405576053682,35.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.634386273720021,35.0,1206868.0,No_gene_product,b4519,
iraM,2.0670457528044346,35.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgX,1.9537278648268583,35.0,1208320.0,DUF1398 family protein,b1161,
bluR,1.3666264805341815,35.0,1208783.0,repressor of blue light-responsive genes,b1162,
bluF,1.4051293077597724,35.0,1210368.0,"anti-repressor for YcgE, blue light-responsive; FAD-binding; inactive c-di-GMP phosphodiesterase-like EAL domain protein",b1163,
ycgZ,1.7186825514890092,35.0,1211392.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1164,
ymgA,1.8380709576836642,35.0,1211523.0,RcsB connector protein for regulation of biofilm,b1165,
ariR,2.0884973632573614,35.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,2.287642141564304,35.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgF,1.376752850970026,35.0,1214464.0,inner membrane division septum protein,b4520,
ymgI,1.4496480871910167,35.0,1218560.0,uncharacterized protein,b4593,
ymgJ,1.9085300443744284,35.0,1218719.0,uncharacterized protein,b4594,
ycgJ,1.5218710150813317,35.0,1222055.0,uncharacterized protein,b1177,
ycgY,1.390636660658007,36.0,1240615.0,uncharacterized protein,b1196,
ldrA,1.5053075693998175,37.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.5056434256178897,37.0,1265693.0,"toxic polypeptide, small",b4423,
yciF,1.4109822499984725,38.0,1309526.0,putative rubrerythrin/ferritin-like metal-binding protein,b1258,
yciG,1.393198763807301,38.0,1310208.0,KGG family protein,b1259,
yciN,1.4145784110605857,39.0,1324673.0,DUF2498 protein YciN,b1273,
ymiB,1.4368504762647483,40.0,1341052.0,uncharacterized protein,b4672,
pspB,1.3292920426325137,41.0,1363057.0,psp operon transcription co-activator,b1305,
ymjD,1.364247957809473,42.0,1385124.0,No_gene_product,b4673,
ynaJ,1.310120432431783,42.0,1391621.0,DUF2534 family putative inner membrane protein,b1332,
rcbA,1.757027006898995,43.0,1407787.0,,,
ralR,1.5379527937964401,43.0,1408000.0,Rac prophage; restriction alleviation protein,b1348,
racC,1.5396525183087708,43.0,1411744.0,Rac prophage; uncharacterized protein,b1351,
ydaE,1.9980263179548625,43.0,1412096.0,"conserved protein, Rac prophage",b4526,
kilR,1.5984940541222419,43.0,1412264.0,"killing protein, Rac prophage; FtsZ inhibitor protein",b1352,
sieB,1.7622684832390205,43.0,1413120.0,"phage superinfection exclusion protein, Rac prophage",b1353,
ydaS,1.7080222406593037,43.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
trkG,1.7351161500224879,44.0,1418038.0,Rac prophage; potassium transporter subunit,b1363,['Kt2pp']
tmpR,1.392777377645591,44.0,1421312.0,No_gene_product,b1368,
tfaR,1.8157856519939817,44.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
pinR,1.7874574799506853,44.0,1427456.0,Rac prophage; putative site-specific recombinase,b1374,
ynaE,2.7557777745638923,44.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,2.1256034717957992,45.0,1459456.0,uncharacterized protein,b4674,
ydcH,1.609584207986889,46.0,1492992.0,DUF465 family protein,b1426,
yncL,1.9505269684818416,47.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
mcbR,1.61581334234067,48.0,1514518.0,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",b1450,
yncH,2.3394892684444475,48.0,1521196.0,IPR020099 family protein,b1455,
ydcD,2.28273752988882,48.0,1524178.0,putative immunity protein for RhsE,b1457,
yncI,1.5647980935831347,48.0,1525760.0,No_gene_product,b1459,
ydcC,1.6150979923070554,48.0,1526072.0,H repeat-associated putative transposase,b1460,
yddK,2.192617763819234,49.0,1538640.0,No_gene_product,b1471,
yddL,1.6194770154012805,49.0,1540096.0,No_gene_product,b1472,
yddM,1.654406518252228,49.0,1546752.0,putative DNA-binding transcriptional regulator,b1477,
sra,1.3741484150204726,49.0,1550082.0,stationary-phase-induced ribosome-associated protein,b1480,
bdm,1.4390879184032392,49.0,1550336.0,biofilm-dependent modulation protein,b1481,
ydeM,1.7087215851661453,50.0,1574912.0,putative YdeN-specific sulfatase-maturating enzyme,b1497,
ydeO,1.5850879661463024,50.0,1577182.0,"UV-inducible global regulator, EvgA-, GadE-dependent",b1499,
safA,1.9226241865463165,50.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
yneL,1.6068287972488289,51.0,1584640.0,No_gene_product,b1506,
yneM,1.4483799404365714,52.0,1616902.0,inner membrane-associated protein,b4599,
ydfK,2.9624068539594184,53.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.7740135348712458,53.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ydfO,2.018520385666627,53.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.8804705462354179,53.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
ynfN,1.714416817790339,53.0,1632256.0,Qin prophage; cold shock-induced protein,b1551,
cspI,1.9679660660867797,53.0,1632768.0,Qin prophage; cold shock protein,b1552,
essQ,1.578412272866877,53.0,1634816.0,Qin prophage; putative S lysis protein,b1556,
cspB,2.149815651880462,53.0,1635595.0,Qin prophage; cold shock protein,b1557,
cspF,1.3179565641467264,53.0,1636111.0,Qin prophage; cold shock protein,b1558,
relB,1.315683148676226,54.0,1639936.0,antitoxin of the RelE-RelB toxin-antitoxin syste; transcriptional repressor,b1564,
ydfV,1.4643331107950033,54.0,1640448.0,Qin prophage; uncharacterized protein,b1565,
flxA,1.451625037678756,54.0,1640960.0,Qin prophage; uncharacterized protein,b1566,
dicA,1.6112800843256727,54.0,1642496.0,Qin prophage; putative regulator for DicB,b1570,
dicB,1.5567095639181132,54.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydfD,1.7645046056970752,54.0,1644050.0,Qin prophage; uncharacterized protein,b1576,
blr,1.570175798947486,55.0,1698816.0,beta-lactam resistance membrane protein; divisome-associated protein,b4409,
ydhZ,1.54768302822859,56.0,1749188.0,uncharacterized protein,b1675,
lpp,1.6997555656300516,56.0,1751677.0,murein lipoprotein,b1677,"['ALPATG160pp', 'ALPATE160pp']"
ydiL,1.5340444434536968,57.0,1764871.0,putative HTH domain DNA-binding protein,b1689,
rplT,1.4054820699610322,58.0,1793649.0,50S ribosomal subunit protein L20,b1716,
arpB,1.5945442130087526,58.0,1797350.0,No_gene_product,b4494,
yniB,1.4096279493753694,59.0,1802953.0,putative inner membrane protein,b1726,
ydjO,1.945660186306903,59.0,1806585.0,uncharacterized protein,b1730,
ydjF,1.4621613290844648,60.0,1848352.0,putative DNA-binding transcriptional regulator,b1770,
yoaK,1.3564927324103504,61.0,1873029.0,inner membrane-associated protein,b4676,
yoaJ,1.3583637568688474,61.0,1873152.0,inner membrane-associated protein,b4675,
yoaG,1.412446078022661,61.0,1873659.0,uncharacterized protein,b1796,
yoaC,1.6732088099384959,62.0,1888389.0,DUF1889 family protein,b1810,
yoaH,1.3707635684400747,62.0,1888808.0,UPF0181 family protein,b1811,
cspC,1.698472874251085,63.0,1901568.0,"stress protein, member of the CspA-family",b1823,
yobF,1.4826372746799408,63.0,1901704.0,DUF2527 family heat-induced protein,b1824,
mgrB,1.5796997217028204,63.0,1902879.0,"regulatory peptide for PhoPQ, feedback inhibition",b1826,
yobH,1.4585060054114496,63.0,1903181.0,uncharacterized protein,b4536,
yobI,1.8995417046497147,64.0,1940371.0,uncharacterized protein,b4677,
yecT,1.629566128216167,65.0,1956228.0,uncharacterized protein,b1877,
uspC,1.519836286637544,66.0,1973233.0,universal stress protein,b1895,
azuC,1.286491452701298,67.0,1981353.0,acid-inducible small membrane-associated protein,b4663,
yedN,1.9071802092631707,68.0,2004992.0,No_gene_product,b4495,
rcsA,1.5935667082451495,69.0,2017448.0,transcriptional regulator of colanic acid capsular biosynthesis,b1951,
yedV,1.5386574245903823,70.0,2031616.0,putative sensory kinase in two-component regulatory system with YedW,b1968,
zinT,1.8016256172099754,70.0,2034855.0,"zinc and cadmium binding protein, periplasmic",b1973,
yodB,1.4508533222459339,70.0,2035848.0,cytochrome b561 homolog,b1974,
yeeL,1.700649583415343,70.0,2045952.0,No_gene_product,b4497,
yeeN,1.520324136539232,70.0,2050338.0,UPF0082 family protein,b1983,
yoeG,1.4110876128079393,71.0,2060840.0,No_gene_product,b4640,
yoeH,2.284329235673285,71.0,2061824.0,No_gene_product,b4641,
yoeF,1.396750172461626,72.0,2072226.0,No_gene_product,b4538,
yeeX,1.513221563192938,72.0,2072576.0,UPF0265 family protein,b2007,
yoeI,1.3044655509926129,73.0,2080532.0,uncharacterized protein,b4678,
yoeB,1.525008500026973,73.0,2082816.0,toxin of the YoeB-YefM toxin-antitoxin system,b4539,
yefM,1.703702635361067,73.0,2082942.0,antitoxin of the YoeB-YefM toxin-antitoxin system,b2017,
hisL,1.5907730987751436,73.0,2083476.0,his operon leader peptide,b2018,
wbbK,1.8183885939602173,74.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,['O16GLCT1']
wbbI,1.8921591403659483,74.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,['O16GALFT']
wbbH,2.2240485099103693,74.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
glf,1.8639143956353945,74.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,['UDPGALM']
wzxB,1.6474716312457456,74.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,['O16AUNDtpp']
rfbC,1.7223356907037943,74.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,['TDPDRE']
rfbB,1.410996916694071,74.0,2105456.0,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",b2041,['TDPGDH']
udk,1.3838908383019604,75.0,2136064.0,uridine/cytidine kinase,b2066,"['CYTDK2', 'URIK2']"
ibsB,1.536807347326383,76.0,2147200.0,toxic membrane protein,b4668,
yegR,1.8971567222435073,77.0,2161664.0,uncharacterized protein,b2085,
gatB,1.4222202763773544,78.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.366369857359413,78.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
yehA,1.4856760433312814,79.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehC,1.4279934679995858,79.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.7049174964876852,79.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.9628723641998644,79.0,2186240.0,DUF2574 family protein,b2112,
yehK,1.590931894278916,79.0,2197504.0,uncharacterized protein,b4541,
yfaH,1.765608577524998,80.0,2343129.0,No_gene_product,b2238,
elaD,1.7037786424259773,81.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbN,1.5072889805608294,81.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.7453375771667712,81.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.4102116020707387,81.0,2382594.0,TPR-like repeats-containing protein,b2275,
alaA,2.0661907625087292,82.0,2401039.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2290,['ALATA_L']
yfbR,2.159743561686678,82.0,2402340.0,5'-nucleotidase,b2291,"['NTD6', 'NTD12', 'NTD1', 'NTD5', 'NTD8', 'NTD3']"
yfbS,1.9797157459251835,82.0,2402998.0,putative transporter,b2292,
yfbT,1.8328091705819554,82.0,2404917.0,sugar phosphatas,b2293,
yfbU,2.426371874794536,82.0,2405578.0,UPF0304 family protein,b2294,
yfbV,2.2291395875962103,82.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,2.229314745055524,82.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,1.9256877589299073,82.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,2.0323077091680717,82.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcD,2.171249216382962,82.0,2412544.0,putative NUDIX hydrolase,b2299,
yfcE,2.0891200792382487,82.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,2.1136447182550535,82.0,2413319.0,glutathione S-transferase,b2301,
yfcG,1.9964226536153535,82.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,2.5143917401047235,82.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcH,1.9800955583250934,82.0,2415186.0,putative NAD-dependent nucleotide-sugar epimerase,b2304,
yfcI,2.47827964066807,82.0,2416640.0,transposase_31 family protein,b2305,
hisP,1.9981570428965354,82.0,2417214.0,histidine ABC transporter ATPase,b2306,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisM,2.0226076500873487,82.0,2418688.0,histidine ABC transporter permease,b2307,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisQ,1.8697130326292468,82.0,2418708.0,histidine ABC transporter permease,b2308,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,2.2090846233294648,82.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,2.6798855535733628,82.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,1.9626376785558812,82.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
purF,1.786295766897512,82.0,2422199.0,amidophosphoribosyltransferase,b2312,['GLUPRT']
cvpA,2.5559111498169123,82.0,2423753.0,colicin V production protein,b2313,
dedD,1.6013320535406008,82.0,2424832.0,membrane-anchored periplasmic protein involved in septation,b2314,
folC,1.6159590924801597,82.0,2425152.0,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,b2315,['DHFS']
accD,2.010433119044623,82.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
yfdF,1.9887178878572012,83.0,2456490.0,uncharacterized protein,b2345,
gtrA,1.6634375590161479,83.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,1.547664836667965,83.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,2.5674029344803464,83.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
tfaS,1.3637701417466488,83.0,2464293.0,No_gene_product,b2353,
yfdT,1.3639318578395228,84.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.45492913668898,84.0,2469659.0,No_gene_product,b4545,
torI,1.3936328705011078,84.0,2469888.0,response regulator inhibitor for tor operon,b4501,
evgS,1.4463134995489164,85.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
ypdI,1.630333697188278,86.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
ypdK,1.2819631843817723,86.0,2490399.0,inner membrane protein,b4680,
yfeS,1.3650457876826079,87.0,2531328.0,WGR domain protein,b2420,
ypfM,1.6957380450467823,88.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yfgG,1.5753335908678812,89.0,2622648.0,uncharacterized protein,b2504,
yfgH,1.4504096379856728,89.0,2623488.0,outer membrane integrity lipoprotein,b2505,
shoB,2.001852329140855,90.0,2693504.0,toxic membrane protein,b4687,
grcA,1.4456406131579196,91.0,2709504.0,autonomous glycyl radical cofactor,b2579,"['PFL', 'OBTFL']"
raiA,1.679281090361242,92.0,2730512.0,cold shock protein associated with 30S ribosomal subunit,b2597,
pheL,1.6514050242612457,92.0,2730957.0,pheA gene leader peptide,b2598,
rimM,1.4253737894986223,93.0,2738728.0,ribosome maturation factor,b2608,
rpsP,1.4276398073554954,93.0,2739295.0,30S ribosomal subunit protein S16,b2609,
bamE,1.6184734382471087,94.0,2746963.0,lipoprotein component of BamABCDE OM biogenesis complex,b2617,
yfjH,1.676253120194547,94.0,2751002.0,CP4-57 prophage; uncharacterized protein,b2623,
alpA,1.3802271451988823,94.0,2752002.0,CP4-57 prophage; DNA-binding transcriptional activator,b2624,
yfjI,1.574456791762403,94.0,2752512.0,CP4-57 prophage; uncharacterized protein,b2625,
yfjJ,1.7540950716462738,94.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
rnlA,1.4048321477363042,94.0,2759276.0,CP4-57 prophage; RNase LS,b2630,
rnlB,1.3662630951179067,94.0,2760704.0,CP4-57 prophage; uncharacterized protein,b2631,
yfjU,1.5805788747442449,95.0,2765360.0,No_gene_product,b2638,
yfjW,2.0940753456036405,95.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
ypjF,1.7687043350421514,96.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
ypjC,1.9706458925756754,96.0,2777088.0,No_gene_product,b2650,
ygaQ,1.8612140906425734,96.0,2779755.0,No_gene_product,b4462,
mprA,1.4204099484450798,97.0,2804128.0,transcriptional repressor of microcin B17 synthesis and multidrug efflux,b2684,
hycA,1.3375015898975378,98.0,2843332.0,regulator of the transcriptional regulator FhlA,b2725,
pphB,1.4913488328843216,99.0,2853118.0,serine/threonine-specific protein phosphatase 2,b2734,
ygbE,1.4327253089386482,100.0,2866688.0,DUF3561 family inner membrane protein,b2749,
casB,1.3295900993805765,101.0,2875513.0,CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2759,
yqcG,1.877336216746145,102.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.7050139090490044,102.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
mazF,1.6874615882442878,102.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
ygdI,1.3893841442357224,103.0,2936320.0,DUF903 family verified lipoprotein,b2809,
yqeH,1.5519613407348773,104.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.6143787420866582,104.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,2.292049717202326,104.0,2982662.0,uncharacterized protein,b2848,
yqeL,2.8085043302352686,104.0,2983177.0,uncharacterized protein,b4683,
yqeK,2.5252792518388927,104.0,2983293.0,uncharacterized protein,b2849,
ygeF,2.087986578395921,104.0,2983936.0,No_gene_product,b2850,
ygeG,2.2756306678163565,104.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,2.0752314249429404,104.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,2.2939439771345627,104.0,2987008.0,uncharacterized protein,b2853,
pbl,1.9968848917789717,104.0,2987297.0,No_gene_product,b2854,
ygeK,1.7305349776689503,104.0,2988032.0,No_gene_product,b2856,
ygeN,2.160084681393995,104.0,2988672.0,No_gene_product,b2858,
ygeQ,1.6242644744171855,104.0,2992128.0,No_gene_product,b2863,
yqfG,1.4888026352545527,105.0,3026175.0,uncharacterized protein,b4684,
ibsC,1.5720086143089662,106.0,3050248.0,toxic membrane protein,b4665,
yqgB,1.448150947560613,107.0,3079278.0,uncharacterized protein,b2939,
yghG,1.3350211123214633,108.0,3106816.0,secretin (GspDbeta) OM localization lipoprotein pilotin,b2971,
mqsR,1.6246484788881566,109.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
ygiZ,1.5809569132218204,109.0,3165237.0,inner membrane protein,b3027,
yqiH,1.5283607402082966,110.0,3183239.0,putative periplasmic pilin chaperone,b3047,
yqiI,1.5580587553357963,110.0,3184640.0,fimbrial protein,b3048,
yqiJ,1.398908319514529,110.0,3185566.0,DUF1449 family inner membrane protein,b3050,
yhaI,1.3802166509342864,111.0,3246269.0,DUF805 family inner membrane protein,b3104,
tdcR,1.7357785473191494,112.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.683468097879876,112.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.897343373040515,112.0,3262464.0,pentapetide repeats-related protein,b3121,
agaB,1.5596655814493219,113.0,3277528.0,N-acetylgalactosamine-specific enzyme IIB component of PTS,b3138,
yrbN,1.5571786964131982,114.0,3301248.0,uncharacterized protein,b4685,
nlpI,1.3654433782466793,114.0,3301398.0,lipoprotein involved in osmotic sensitivity and filamentation,b3163,
secG,1.3549710644346127,115.0,3315712.0,preprotein translocase membrane subunit,b3175,
yrdE,1.3657720971950396,116.0,3397996.0,No_gene_product,b4646,
yhdU,1.6348808983320908,117.0,3405979.0,putative membrane protein,b3263,
acrS,1.3680685122539693,117.0,3406161.0,acrAB operon transcriptional repressor,b3264,
yhdV,1.3584748617366635,117.0,3411968.0,putative outer membrane protein,b3267,
mscL,1.400799900958796,118.0,3431382.0,"mechanosensitive channel protein, high conductance",b3291,
arfA,1.3391001483850498,118.0,3431936.0,alternate ribosome-rescue factor A,b4550,
