,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ygeH,1.57052216310826,25.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.4981054365608346,25.0,2987008.0,uncharacterized protein,b2853,
pbl,1.3337110840909467,25.0,2987297.0,No_gene_product,b2854,
ygeN,1.5477615122400543,25.0,2988672.0,No_gene_product,b2858,
ygiZ,1.3827978135504737,26.0,3165237.0,inner membrane protein,b3027,
yqiJ,1.4056721888499741,27.0,3185566.0,DUF1449 family inner membrane protein,b3050,
ibsD,1.3637149068348566,27.0,3188124.0,toxic membrane protein,b4664,
yhaI,1.3763407158479166,28.0,3246269.0,DUF805 family inner membrane protein,b3104,
tdcR,1.3977803074084914,29.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaC,1.547924056179518,29.0,3262464.0,pentapetide repeats-related protein,b3121,
yhdU,1.3622695280252808,30.0,3405979.0,putative membrane protein,b3263,
yhhZ,1.4033304229858663,31.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
gadE,1.5155043189791253,32.0,3651725.0,gad regulon transcriptional activator,b3512,
yibA,1.4499361249683653,33.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.4924474766539668,33.0,3761536.0,TPR-like repeat protein,b3596,
yibV,1.4641423946232137,33.0,3762704.0,No_gene_product,b4615,
yibU,1.3826174111158682,33.0,3763307.0,No_gene_product,b4652,
waaL,1.3562712059655408,34.0,3790848.0,O-antigen ligase,b3622,"['O16A4Lpp', 'ECA4OALpp']"
waaU,1.4839518518850794,34.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,['HEPT4']
waaS,1.537021385252274,35.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,['RHAT1']
yigG,1.4787249506157165,36.0,3996172.0,PRK11371 family inner membrane protein,b3818,
yiiF,1.3730702696776595,37.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
yjbI,1.4553702991456954,38.0,4240630.0,No_gene_product,b4038,
yjbM,1.535231150742369,39.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.5617105481760252,40.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.4204217118940763,41.0,4272128.0,pentapeptide repeats protein,b4066,
adiY,1.377525672074387,42.0,4327424.0,adi system transcriptional activator,b4116,
yjdO,1.48609861948705,43.0,4342784.0,,,
yjgL,1.5003748760162867,44.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
