,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
arfA,1.3713967909392417,48.0,3431936.0,alternate ribosome-rescue factor A,b4550,
rpsM,1.5860534450999906,49.0,3435473.0,30S ribosomal subunit protein S13,b3298,
rplR,1.4061002654995747,50.0,3438602.0,50S ribosomal subunit protein L18,b3304,
rpmC,1.3367680867992333,51.0,3441926.0,50S ribosomal subunit protein L29,b3312,
feoC,1.3729787364831625,52.0,3536086.0,putative DNA-binding transcriptional regulator,b3410,
yibV,1.5535530489506306,53.0,3762704.0,No_gene_product,b4615,
yibU,1.3951758331803006,53.0,3763307.0,No_gene_product,b4652,
rpmG,1.2938064728165861,54.0,3804672.0,50S ribosomal subunit protein L33,b3636,
rpmB,1.400120956030427,54.0,3804797.0,50S ribosomal subunit protein L28,b3637,
yicS,1.3322085945624809,55.0,3833856.0,putative periplasmic protein,b4555,
tisB,1.7464216530187615,56.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
yidF,1.38552799521504,56.0,3848473.0,putative Cys-type oxidative YidJ-maturating enzyme,b3674,
yigF,1.4644987424787728,57.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.4087968215638873,57.0,3996172.0,PRK11371 family inner membrane protein,b3818,
metJ,1.3712248439863737,58.0,4118016.0,"transcriptional repressor, S-adenosylmethionine-binding",b3938,
pmrR,1.464066788031609,59.0,4321932.0,putative membrane-bound BasS regulator,b4703,
yjdO,1.5540492587696921,60.0,4342784.0,,,
ecnA,1.5922496481704262,61.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,1.344438926981188,61.0,4366369.0,entericidin B membrane lipoprotein,b4411,
rpsR,1.3550255562662046,62.0,4415655.0,30S ribosomal subunit protein S18,b4202,
ytfP,1.4109705180140975,63.0,4438016.0,GGCT-like protein,b4222,
